"Y","Condition","Browser","Time"
16.6760530765244,"A","Chrome",1
24.9464045317843,"A","Chrome",1
39.2874440946614,"A","Chrome",1
41.5833827348608,"A","Chrome",1
1.46877655572776,"A","Chrome",1
31.5342625743595,"A","Chrome",1
12.3358307067766,"A","Chrome",1
30.298805362386,"A","Chrome",1
20.0934756443401,"A","Chrome",1
27.6986279926078,"A","Chrome",1
29.6711706146809,"A","Chrome",1
3.45730529978965,"A","Chrome",1
25.3560557657132,"A","Chrome",1
10.9602926258194,"A","Chrome",1
18.6215328900464,"A","Chrome",1
24.6886254581002,"A","Chrome",1
33.8754667410343,"A","Chrome",1
24.198789559302,"A","Chrome",1
30.9895908792979,"A","Chrome",1
28.9770293662334,"A","Chrome",1
10.1640407595026,"A","Chrome",1
21.3646425710283,"A","Chrome",1
24.9908356736049,"A","Chrome",1
27.037819789475,"A","Chrome",1
37.4949806314338,"A","Chrome",1
7.5320749476128,"A","Chrome",1
39.4825483196903,"A","Chrome",1
30.8168858645626,"A","Chrome",1
27.5343502023051,"A","Chrome",1
26.3521898508631,"A","Chrome",1
24.010161242578,"A","Chrome",1
3.84805683638306,"A","Chrome",1
39.4799455842467,"A","Chrome",1
9.19085922393237,"A","Chrome",1
26.2423210130034,"A","Chrome",1
14.9476215073276,"A","Chrome",1
18.0255915043774,"A","Chrome",1
13.8939883565832,"A","Chrome",1
18.6897619759614,"A","Chrome",1
29.6357317097516,"A","Chrome",1
23.8878111721056,"A","Chrome",1
27.6625726230777,"A","Chrome",1
18.7780705351766,"A","Chrome",1
17.8403112072567,"A","Chrome",1
16.417731052987,"A","Chrome",1
30.6259711889475,"A","Chrome",1
16.3351038421347,"A","Chrome",1
1.5459253783825,"A","Chrome",1
33.1794291005704,"A","Chrome",1
26.2148872076023,"A","Chrome",1
32.3010377149984,"A","Chrome",1
18.0733688797867,"A","Chrome",1
29.6372624843988,"A","Chrome",1
18.3552799196405,"A","Chrome",1
18.9452414125566,"A","Chrome",1
23.7773773707883,"A","Chrome",1
14.3264425939343,"A","Chrome",1
24.6252326356909,"A","Chrome",1
40.0077091911209,"A","Chrome",1
30.7655837332391,"A","Chrome",1
17.9811374924422,"A","Chrome",1
31.6134617083271,"A","Chrome",1
30.0771129090213,"A","Chrome",1
21.4501673401853,"A","Chrome",1
27.7280491594559,"A","Chrome",1
30.5012740687322,"A","Chrome",1
16.5427983365721,"A","Chrome",1
18.4967575126194,"A","Chrome",1
29.1821009384693,"A","Chrome",1
17.3580850159717,"A","Chrome",1
9.94330807087827,"A","Chrome",1
27.0538429830907,"A","Chrome",1
16.4734899530933,"A","Chrome",1
15.6471441107425,"A","Chrome",1
31.9457739943363,"A","Chrome",1
15.215914899681,"A","Chrome",1
33.7689921622329,"A","Chrome",1
35.0391247570937,"A","Chrome",1
26.196066037821,"A","Chrome",1
12.955417707514,"A","Chrome",1
29.5221206996661,"A","Chrome",1
22.4666379403262,"A","Chrome",1
21.4031366647442,"A","Chrome",1
46.5017714454636,"A","Chrome",1
13.2642804120304,"A","Chrome",1
22.8303731820067,"A","Chrome",1
6.81231075265297,"A","Chrome",1
21.5549995035709,"A","Chrome",1
17.2777162119238,"A","Chrome",1
23.6708675715581,"A","Chrome",1
20.9730225851493,"A","Chrome",1
39.8061095160467,"A","Chrome",1
9.4626651903503,"A","Chrome",1
30.5079121563077,"A","Chrome",1
25.5066005801809,"A","Chrome",1
13.116193011176,"A","Chrome",1
34.1709935611336,"A","Chrome",1
18.5666415896509,"A","Chrome",1
12.8334967240547,"A","Chrome",1
11.8269668872238,"A","Chrome",1
34.937073369325,"A","Chrome",1
24.2468446181122,"A","Chrome",1
7.26365844844435,"A","Chrome",1
29.3140365049455,"A","Chrome",1
8.54663189258689,"A","Chrome",1
27.1425473211224,"A","Chrome",1
11.5504488885408,"A","Chrome",1
14.1186084729252,"A","Chrome",1
26.9894773758488,"A","Chrome",1
27.6290813083585,"A","Chrome",1
29.7489567858782,"A","Chrome",1
15.7832298726572,"A","Chrome",1
12.7833500667139,"A","Chrome",1
35.4861932399626,"A","Chrome",1
43.271590020874,"A","Chrome",1
24.4100326063888,"A","Chrome",1
10.4524565082328,"A","Chrome",1
19.8283075794754,"A","Chrome",1
19.8062623126238,"A","Chrome",1
10.4621607670842,"A","Chrome",1
42.620694775756,"A","Chrome",1
11.043524267605,"A","Chrome",1
18.3469093622965,"A","Chrome",1
16.4406734853156,"A","Chrome",1
31.8710623548696,"A","Chrome",1
29.4195250831306,"A","Chrome",1
8.43093436483306,"A","Chrome",1
41.397093412975,"A","Chrome",1
32.2505047601742,"A","Chrome",1
2.32800995675141,"A","Chrome",1
30.775197818287,"A","Chrome",1
11.8710817400009,"A","Chrome",1
20.7639275195869,"A","Chrome",1
36.0917888489179,"A","Chrome",1
16.7531124144327,"A","Chrome",1
13.6499422917057,"A","Chrome",1
26.1377096892025,"A","Chrome",1
30.3497900008629,"A","Chrome",1
30.5929234023879,"A","Chrome",1
21.8454190517009,"A","Chrome",1
7.34408411208224,"A","Chrome",1
33.2007849841592,"A","Chrome",1
25.2577101520876,"A","Chrome",1
34.6152172398341,"A","Chrome",1
45.7533904881826,"A","Chrome",1
24.1675421033961,"A","Chrome",1
27.1109416805878,"A","Chrome",1
20.3237430724117,"A","Chrome",1
13.0940689078274,"A","Chrome",1
20.8860266563796,"A","Chrome",1
23.6655504106937,"A","Chrome",1
29.4236298922523,"A","Chrome",1
25.4680518106792,"A","Chrome",1
36.0524282961004,"A","Chrome",1
14.7342372796796,"A","Chrome",1
24.6547402673573,"A","Chrome",1
37.661321963446,"A","Chrome",1
15.2615384211174,"A","Chrome",1
15.3590571332013,"A","Chrome",1
7.58883463899872,"A","Chrome",1
22.4900594266308,"A","Chrome",1
6.40302641594801,"A","Chrome",1
22.2473993431025,"A","Chrome",1
20.6235930534066,"A","Chrome",1
25.0529773400913,"A","Chrome",1
20.0819887464357,"A","Chrome",1
25.6942234653156,"A","Chrome",1
8.97649867374998,"A","Chrome",1
20.2470674719998,"A","Chrome",1
20.1169806494785,"A","Chrome",1
30.2725873363106,"A","Chrome",1
31.8533935729965,"A","Chrome",1
19.0548953484463,"A","Chrome",1
24.9289120398319,"A","Chrome",1
8.92232575316684,"A","Chrome",1
12.5556642610709,"A","Chrome",1
18.9794357056803,"A","Chrome",1
18.1754061041175,"A","Chrome",1
14.5994245117887,"A","Chrome",1
39.3064582443413,"A","Chrome",1
34.3000932539809,"A","Chrome",1
20.2751348925369,"A","Chrome",1
30.2486685302617,"A","Chrome",1
10.8237453009713,"A","Chrome",1
16.1440337857997,"A","Chrome",1
7.40598790207959,"A","Chrome",1
35.8091745813023,"A","Chrome",1
28.7508583894951,"A","Chrome",1
17.132631223447,"A","Chrome",1
13.6021487040556,"A","Chrome",1
13.7880514894069,"A","Chrome",1
21.9582870375757,"A","Chrome",1
32.6977417240496,"A","Chrome",1
20.1593488507259,"A","Chrome",1
7.39790364348952,"A","Chrome",1
13.9889734660996,"A","Chrome",1
39.4733464689024,"A","Chrome",1
21.607223815066,"A","Chrome",1
23.4324343943197,"A","Chrome",1
25.5007940257462,"A","Chrome",1
24.8654852007934,"A","Chrome",1
31.7424176620389,"A","Chrome",1
11.2508159463223,"A","Chrome",1
25.5451385274397,"A","Chrome",1
33.0260407762172,"A","Chrome",1
24.9155234941011,"A","Chrome",1
10.5001429711707,"A","Chrome",1
12.9395364012775,"A","Chrome",1
33.3944422134877,"A","Chrome",1
25.9055051022248,"A","Chrome",1
33.6368533356545,"A","Chrome",1
12.7618814994775,"A","Chrome",1
31.1023262987648,"A","Chrome",1
32.5039498426707,"A","Chrome",1
22.6841600212773,"A","Chrome",1
32.340786150419,"A","Chrome",1
33.4147575196787,"A","Chrome",1
17.879511302254,"A","Chrome",1
20.6732048899984,"A","Chrome",1
4.37560865765953,"A","Chrome",1
21.4758805479035,"A","Chrome",1
40.9581013207762,"A","Chrome",1
21.4939456862014,"A","Chrome",1
21.6190635516375,"A","Chrome",1
12.9568859160563,"A","Chrome",1
23.0741424484589,"A","Chrome",1
17.3569720065233,"A","Chrome",1
29.4746023779929,"A","Chrome",1
24.9586495676739,"A","Chrome",1
25.5566425952567,"A","Chrome",1
38.8295228543011,"A","Chrome",1
10.7818186202707,"A","Chrome",1
3.69297788015108,"A","Chrome",1
34.5917916598888,"A","Chrome",1
35.1569300684087,"A","Chrome",1
23.5697770175546,"A","Chrome",1
1.88585646820948,"A","Chrome",1
16.8977102202691,"A","Chrome",1
20.4254288345893,"A","Chrome",1
27.2368543667175,"A","Chrome",1
28.4087685975316,"A","Chrome",1
30.5576413642338,"A","Chrome",1
24.4500247492656,"A","Chrome",1
22.5863245192645,"A","Chrome",1
39.067230530121,"A","Chrome",1
28.8293193380982,"A","Chrome",1
39.48458004235,"A","Chrome",1
14.8568279529413,"A","Chrome",1
28.4540308421095,"A","Chrome",1
14.6185460322792,"A","Chrome",1
12.9538021011593,"A","Chrome",1
29.6436093052495,"A","Chrome",1
21.3734239654336,"A","Chrome",1
10.1060868954551,"A","Chrome",1
33.1760258131669,"A","Chrome",1
25.9715269933735,"A","Chrome",1
11.3448113102521,"A","Chrome",1
24.4307608687929,"A","Chrome",1
34.4611908800818,"A","Chrome",1
26.92023675376,"A","Chrome",1
32.3116479454687,"A","Chrome",1
12.756748602823,"A","Chrome",1
17.2059416013382,"A","Chrome",1
24.7242165437924,"A","Chrome",1
12.6979710308437,"A","Chrome",1
23.8813898365208,"A","Chrome",1
24.571482012509,"A","Chrome",1
5.57391838638269,"A","Chrome",1
2.71761146479489,"A","Chrome",1
29.2214904422845,"A","Chrome",1
18.3273867978335,"A","Chrome",1
34.6143560824913,"A","Chrome",1
50.6788170892939,"A","Chrome",1
29.3282146031984,"A","Chrome",1
9.6231210307105,"A","Chrome",1
27.1202179520358,"A","Chrome",1
29.6578346488963,"A","Chrome",1
25.7340508112238,"A","Chrome",1
16.570980467386,"A","Chrome",1
22.7269374773657,"A","Chrome",1
33.6171450690856,"A","Chrome",1
14.5800485593746,"A","Chrome",1
41.8257848308256,"A","Chrome",1
28.870855415448,"A","Chrome",1
30.6919874050166,"A","Chrome",1
16.2816627816325,"A","Chrome",1
20.4832096719036,"A","Chrome",1
26.3917420700563,"A","Chrome",1
29.4922833622528,"A","Chrome",1
18.13295778344,"A","Chrome",1
14.959031398772,"A","Chrome",1
41.2191886495699,"A","Chrome",1
13.6538826473589,"A","Chrome",1
31.1026950080326,"A","Chrome",1
29.3321186382018,"A","Chrome",1
20.8862800180177,"A","Chrome",1
25.475527271786,"A","Chrome",1
14.4410639094588,"A","Chrome",1
18.6851124060816,"A","Chrome",1
29.4715867108695,"A","Chrome",1
28.9771184028568,"A","Chrome",1
22.1060018823024,"A","Chrome",1
15.5106234741404,"A","Chrome",1
13.6150873174934,"A","Chrome",1
18.9577624479853,"A","Chrome",1
26.3347064065606,"A","Chrome",1
17.3246055644468,"A","Chrome",1
8.76802385171973,"A","Chrome",1
22.2295276915283,"A","Chrome",1
18.3314502048915,"A","Chrome",1
24.7389067369291,"A","Chrome",1
44.4985939285417,"A","Chrome",1
15.5491855202615,"A","Chrome",1
17.6719477636432,"A","Chrome",1
14.1122811739753,"A","Chrome",1
11.288534884073,"A","Chrome",1
26.0836833785303,"A","Chrome",1
27.9444717546763,"A","Chrome",1
13.8067767659169,"A","Chrome",1
24.3698212515606,"A","Chrome",1
33.1739145530066,"A","Chrome",1
20.4006771871632,"A","Chrome",1
12.1550199377934,"A","Chrome",1
27.1017681086071,"A","Chrome",1
37.6231987821108,"A","Chrome",1
20.2135717777893,"A","Chrome",1
29.9778133006334,"A","Chrome",1
21.1976623888234,"A","Chrome",1
20.2649006838555,"A","Chrome",1
21.3414359914064,"A","Chrome",1
36.4008543985476,"A","Chrome",1
25.684150928806,"A","Chrome",1
16.2187094898851,"A","Chrome",1
25.2416466179263,"A","Chrome",1
36.9906237780981,"A","Chrome",1
17.8962066065846,"A","Chrome",1
17.658489850922,"A","Chrome",1
11.4750051617187,"A","Chrome",1
8.49486383718594,"A","Chrome",1
23.8970885571763,"A","Chrome",1
47.1198380598259,"A","Chrome",1
25.5109397897558,"A","Chrome",1
29.4635294887026,"A","Chrome",1
21.4689131142048,"A","Chrome",1
30.7355800283047,"A","Chrome",1
22.0141325660621,"A","Chrome",1
10.1707083507923,"A","Chrome",1
26.2609419514089,"A","Chrome",1
3.04883419327624,"A","Chrome",1
19.1199376971201,"A","Chrome",1
30.7735673276169,"A","Chrome",1
34.9579557726253,"A","Chrome",1
27.9265363637535,"A","Chrome",1
1.93297044565514,"A","Chrome",1
29.9761091763975,"A","Chrome",1
16.6679104711981,"A","Chrome",1
39.7045966260532,"A","Chrome",1
25.790204338919,"A","Chrome",1
37.3892242037246,"A","Chrome",1
34.972374762281,"A","Chrome",1
36.6348773193734,"A","Chrome",1
32.2763012984389,"A","Chrome",1
23.3276910428529,"A","Chrome",1
11.7249779730457,"A","Chrome",1
19.5681739858402,"A","Chrome",1
39.8797616087291,"A","Chrome",1
9.00988542537408,"A","Chrome",1
18.6370223135582,"A","Chrome",1
12.4232169623852,"A","Chrome",1
23.9350943357865,"A","Chrome",1
22.7094539512484,"A","Chrome",1
16.5541651767985,"A","Chrome",1
19.0071306349254,"A","Chrome",1
23.2270351541027,"A","Chrome",1
24.6697822837755,"A","Chrome",1
25.2323764741674,"A","Chrome",1
37.618165378898,"A","Chrome",1
25.6545837490405,"A","Edge",2
29.8216315330763,"A","Edge",2
27.3975623735314,"A","Edge",2
21.1589254629031,"A","Edge",2
19.4962079998979,"A","Edge",2
42.0963259577769,"A","Edge",2
33.0042094821197,"A","Edge",2
38.0427049944782,"A","Edge",2
33.2873411477548,"A","Edge",2
49.3590051589385,"A","Edge",2
24.8330557195361,"A","Edge",2
41.4154718983794,"A","Edge",2
28.0055043549845,"A","Edge",2
27.8665158563253,"A","Edge",2
26.6398507434071,"A","Edge",2
21.9574031497737,"A","Edge",2
36.1322761384999,"A","Edge",2
19.0708326163896,"A","Edge",2
33.7743903856645,"A","Edge",2
26.2383847902333,"A","Edge",2
33.5112059570291,"A","Edge",2
18.2154218616969,"A","Edge",2
14.4507994935178,"A","Edge",2
36.2278754521229,"A","Edge",2
12.5454383275741,"A","Edge",2
21.016030345244,"A","Edge",2
35.9390515833562,"A","Edge",2
36.0238255191843,"A","Edge",2
48.9188590780502,"A","Edge",2
28.0391371338715,"A","Edge",2
36.7575011681688,"A","Edge",2
25.1411958768111,"A","Edge",2
43.4029220387977,"A","Edge",2
39.8825409821108,"A","Edge",2
18.9295073226076,"A","Edge",2
27.479239589228,"A","Edge",2
34.500621230842,"A","Edge",2
28.9123979968139,"A","Edge",2
26.9909577136105,"A","Edge",2
23.1681467592375,"A","Edge",2
24.8612414934973,"A","Edge",2
33.2497704967962,"A","Edge",2
38.0683742807503,"A","Edge",2
33.8631938844773,"A","Edge",2
31.7632491115439,"A","Edge",2
16.4148371693656,"A","Edge",2
36.337166091556,"A","Edge",2
17.8595813982086,"A","Edge",2
24.5629929684416,"A","Edge",2
26.7998379346838,"A","Edge",2
6.68411944226147,"A","Edge",2
30.6539938912553,"A","Edge",2
43.6169445422357,"A","Edge",2
37.9649488184937,"A","Edge",2
32.5033665180296,"A","Edge",2
40.8407454688127,"A","Edge",2
37.808125099658,"A","Edge",2
9.51330690512033,"A","Edge",2
29.6499972467796,"A","Edge",2
18.380676766445,"A","Edge",2
22.2536797451305,"A","Edge",2
31.2098983577338,"A","Edge",2
35.5237078381446,"A","Edge",2
31.1286281502838,"A","Edge",2
50.7247414250299,"A","Edge",2
30.8490972574423,"A","Edge",2
31.857052190356,"A","Edge",2
33.8375741457873,"A","Edge",2
49.2100324988631,"A","Edge",2
50.7803273707955,"A","Edge",2
26.2778508246432,"A","Edge",2
52.8035002769786,"A","Edge",2
25.5473831345765,"A","Edge",2
51.0181817408524,"A","Edge",2
29.1077385549471,"A","Edge",2
11.4710957971588,"A","Edge",2
24.2021295743638,"A","Edge",2
35.3805793587932,"A","Edge",2
23.7038140984355,"A","Edge",2
24.156203698633,"A","Edge",2
12.2018836063554,"A","Edge",2
44.8663863180951,"A","Edge",2
40.4210843350031,"A","Edge",2
35.3430512882934,"A","Edge",2
21.1319382522392,"A","Edge",2
21.5555682976337,"A","Edge",2
40.5214295725034,"A","Edge",2
25.4802234471613,"A","Edge",2
42.0827124783668,"A","Edge",2
26.9459845804776,"A","Edge",2
38.3149550339492,"A","Edge",2
17.2595025902014,"A","Edge",2
11.897975128387,"A","Edge",2
30.8098382297007,"A","Edge",2
43.1980263847237,"A","Edge",2
41.2053773406507,"A","Edge",2
45.1341443288335,"A","Edge",2
14.2192333384986,"A","Edge",2
42.3698567417498,"A","Edge",2
35.1570499961276,"A","Edge",2
26.6004866272319,"A","Edge",2
42.3426251670306,"A","Edge",2
39.0773099144549,"A","Edge",2
31.3294840874974,"A","Edge",2
41.9421932781536,"A","Edge",2
29.9292131178608,"A","Edge",2
43.7811885839826,"A","Edge",2
41.6309802213885,"A","Edge",2
22.7196909097487,"A","Edge",2
31.7272340827506,"A","Edge",2
21.5394759153209,"A","Edge",2
22.4088760482772,"A","Edge",2
31.1125988526862,"A","Edge",2
32.5190475530652,"A","Edge",2
34.226640327985,"A","Edge",2
35.7862360170228,"A","Edge",2
41.6152939750087,"A","Edge",2
19.9983246732098,"A","Edge",2
23.299852830877,"A","Edge",2
37.1389098175636,"A","Edge",2
44.2169775404989,"A","Edge",2
39.5153899257419,"A","Edge",2
38.1980567677812,"A","Edge",2
44.3773881697751,"A","Edge",2
30.6227190951325,"A","Edge",2
38.5305029160804,"A","Edge",2
41.3816717840051,"A","Edge",2
36.414172365816,"A","Edge",2
39.1842829148888,"A","Edge",2
20.799056175051,"A","Edge",2
29.5589048610715,"A","Edge",2
22.0146399019099,"A","Edge",2
14.6163840380646,"A","Edge",2
10.3835302194291,"A","Edge",2
46.1169661948632,"A","Edge",2
27.8516050438837,"A","Edge",2
23.4407088397121,"A","Edge",2
39.7349187716151,"A","Edge",2
34.330680172433,"A","Edge",2
42.8625127269225,"A","Edge",2
53.9704468704374,"A","Edge",2
19.7084756305616,"A","Edge",2
49.3751952173356,"A","Edge",2
44.3084633544884,"A","Edge",2
40.8611500295796,"A","Edge",2
11.5612678691935,"A","Edge",2
12.2129729053596,"A","Edge",2
34.4571770492616,"A","Edge",2
28.6627754396377,"A","Edge",2
28.1388205390779,"A","Edge",2
32.0858093457592,"A","Edge",2
30.9325395578114,"A","Edge",2
32.9493358219109,"A","Edge",2
26.0606061103971,"A","Edge",2
45.6965899939595,"A","Edge",2
41.4141057128864,"A","Edge",2
19.3916722608581,"A","Edge",2
15.8305227051583,"A","Edge",2
40.004948041841,"A","Edge",2
47.6793031815478,"A","Edge",2
58.3340170202123,"A","Edge",2
28.9370977282656,"A","Edge",2
42.1287241860395,"A","Edge",2
32.4561661373483,"A","Edge",2
41.0281738122546,"A","Edge",2
30.3093461170157,"A","Edge",2
18.2716419260583,"A","Edge",2
56.7539290200217,"A","Edge",2
43.7000995222534,"A","Edge",2
25.6032873487222,"A","Edge",2
44.1265586147299,"A","Edge",2
44.3824431305493,"A","Edge",2
32.7421727151133,"A","Edge",2
34.8997551049371,"A","Edge",2
30.2347598863486,"A","Edge",2
45.8647273368107,"A","Edge",2
31.8344656586194,"A","Edge",2
35.4249005304955,"A","Edge",2
12.1324992344415,"A","Edge",2
34.3343045941139,"A","Edge",2
20.245159592809,"A","Edge",2
17.6617456870689,"A","Edge",2
21.2693320136927,"A","Edge",2
30.5905157486662,"A","Edge",2
41.6808976115864,"A","Edge",2
17.3141594983902,"A","Edge",2
35.9553553489754,"A","Edge",2
26.2598661878055,"A","Edge",2
16.1534507592546,"A","Edge",2
28.1747769767149,"A","Edge",2
39.6474309780723,"A","Edge",2
31.5681544557454,"A","Edge",2
38.482798055908,"A","Edge",2
32.951475652425,"A","Edge",2
38.9887548206447,"A","Edge",2
29.8647166932435,"A","Edge",2
41.1441028094643,"A","Edge",2
33.8507663236043,"A","Edge",2
47.452181883862,"A","Edge",2
33.4476843597658,"A","Edge",2
34.3263077745136,"A","Edge",2
36.0455477467778,"A","Edge",2
34.7882964036429,"A","Edge",2
50.2223688975017,"A","Edge",2
36.4358821731269,"A","Edge",2
28.2616735639843,"A","Edge",2
30.4665840728941,"A","Edge",2
33.5777912061549,"A","Edge",2
40.1857609751806,"A","Edge",2
21.7541565622763,"A","Edge",2
36.1972456650654,"A","Edge",2
45.5537977841455,"A","Edge",2
45.1927178663155,"A","Edge",2
25.6917334856955,"A","Edge",2
17.1848873640896,"A","Edge",2
30.560650595546,"A","Edge",2
10.8949290006727,"A","Edge",2
26.3812888516128,"A","Edge",2
29.6924023113222,"A","Edge",2
18.7935059115453,"A","Edge",2
32.7662732991819,"A","Edge",2
14.0440912877144,"A","Edge",2
21.3481473380778,"A","Edge",2
31.0092739110541,"A","Edge",2
25.7609703580211,"A","Edge",2
23.1752235095129,"A","Edge",2
43.0797568803196,"A","Edge",2
43.9428704854163,"A","Edge",2
19.5459792260206,"A","Edge",2
20.6850304004636,"A","Edge",2
23.1469267141738,"A","Edge",2
26.9769202886238,"A","Edge",2
27.8301627367559,"A","Edge",2
31.5487379649789,"A","Edge",2
43.1752466518831,"A","Edge",2
29.6078742725808,"A","Edge",2
39.3778722665056,"A","Edge",2
39.3417638889266,"A","Edge",2
36.9189605191886,"A","Edge",2
25.7640262530022,"A","Edge",2
38.2386575951321,"A","Edge",2
41.8479420234785,"A","Edge",2
25.1369306140672,"A","Edge",2
46.2501488470078,"A","Edge",2
35.5985963099906,"A","Edge",2
26.6672798554199,"A","Edge",2
32.3511703576054,"A","Edge",2
32.3011141945643,"A","Edge",2
37.0930469267298,"A","Edge",2
29.9626231704996,"A","Edge",2
28.1236669663663,"A","Edge",2
29.6111939340393,"A","Edge",2
38.2901248340451,"A","Edge",2
34.8791278953658,"A","Edge",2
33.7370676501343,"A","Edge",2
30.7834381904102,"A","Edge",2
20.5355697185943,"A","Edge",2
17.2834097388632,"A","Edge",2
27.293106646572,"A","Edge",2
51.959045311122,"A","Edge",2
33.8283398689115,"A","Edge",2
51.754331334011,"A","Edge",2
2.22851274190737,"A","Edge",2
30.7209144635428,"A","Edge",2
17.0313568737258,"A","Edge",2
53.765241211413,"A","Edge",2
9.2340732434526,"A","Edge",2
27.4088566518957,"A","Edge",2
30.6037575642467,"A","Edge",2
25.5276750458913,"A","Edge",2
31.7949268556006,"A","Edge",2
50.0632086255539,"A","Edge",2
27.220387954046,"A","Edge",2
30.2111294412008,"A","Edge",2
43.0440475194635,"A","Edge",2
40.583071456313,"A","Edge",2
47.3378581905901,"A","Edge",2
44.4189335667856,"A","Edge",2
30.6226161891853,"A","Edge",2
36.6149173584416,"A","Edge",2
14.6317530231337,"A","Edge",2
42.0493513711601,"A","Edge",2
41.0521505512968,"A","Edge",2
39.1571584297598,"A","Edge",2
8.90378782094313,"A","Edge",2
16.8379273625262,"A","Edge",2
34.8764946606072,"A","Edge",2
45.7086631569209,"A","Edge",2
44.8585958962841,"A","Edge",2
25.4086644140938,"A","Edge",2
31.149869049494,"A","Edge",2
23.9127844199891,"A","Edge",2
13.0896536414949,"A","Edge",2
17.2240030257237,"A","Edge",2
37.4194729914258,"A","Edge",2
37.2560917264288,"A","Edge",2
