Time,Frequency,Type
7.82645021,0,1
7.689987825,0,1
7.037346706,0,1
8.43940815,0,1
7.214732235,0,1
7.883928643,0,1
7.375080502,0,1
5.888225057,0,1
4.954541253,0,1
5.64794096,0,1
6.401541588,0,1
4.856721928,0,1
8.483583563,0,1
7.747492676,0,1
7.111320829,0,1
5.92737513,0,1
7.271503045,0,1
7.276792752,0,1
5.638389091,0,1
5.809940262,0,1
7.316283167,0,1
7.490114854,0,1
6.214178423,0,1
7.124550278,0,1
6.917391016,0,1
8.836663016,0,1
7.550789621,0,1
7.177134867,0,1
7.637980359,0,1
6.83425865,0,1
6.452420869,0,1
8.601525864,0,1
6.616645415,0,1
8.846423381,0,1
7.779706757,0,1
6.499681541,0,1
6.459065416,0,1
8.725857454,0,1
6.725986407,0,1
9.050631889,0,1
6.533105534,0,1
9.425764919,0,1
6.317628703,0,1
7.62578143,0,1
8.65107451,0,1
9.618829621,0,1
7.266766568,0,1
6.433439706,0,1
7.855304062,0,1
6.586683555,0,1
6.427809681,0,1
7.306388632,0,1
8.045959167,0,1
6.001636503,0,1
9.291929429,0,1
8.274512509,0,1
6.573853612,0,1
5.858145563,0,1
6.245309032,0,1
8.746163939,0,1
6.935864508,0,1
7.91724475,0,1
9.084953934,0,1
7.243083712,0,1
7.563701236,0,1
6.332482593,0,1
6.864975373,0,1
5.392808179,0,1
7.528407668,0,1
7.057141901,0,1
9.730453494,0,1
7.788876531,0,1
7.02520952,0,1
9.237491492,0,1
5.623349999,0,1
7.182268472,0,1
5.086714766,0,1
7.126439318,0,1
8.513286881,0,1
6.064809429,0,1
6.307001801,0,1
7.795533207,0,1
5.525136566,0,1
7.08518999,0,1
7.104026128,0,1
6.664176937,0,1
6.161183262,0,1
6.614663554,0,1
5.877354958,0,1
6.470119956,0,1
6.77274839,0,1
7.574888924,0,1
7.309353976,0,1
6.408940735,0,1
6.668153429,0,1
6.298457045,0,1
8.193675064,0,1
8.591862561,0,1
5.398779225,0,1
7.48490087,0,1
8.13456597,0,1
7.789140774,0,1
6.851363934,0,1
7.692591624,0,1
8.095472816,0,1
5.905462977,0,1
7.488553672,0,1
5.970871763,0,1
8.513531748,0,1
5.949883343,0,1
7.533940642,0,1
7.641318505,0,1
7.8041844,0,1
7.335222452,0,1
5.735323496,0,1
8.129405126,0,1
7.175994943,0,1
5.863832716,0,1
6.132949428,0,1
6.423285734,0,1
8.50164062,0,1
7.007877255,0,1
8.006701329,0,1
6.781092589,0,1
7.659391411,0,1
7.533630632,0,1
7.374924572,0,1
6.606055613,0,1
5.766095239,0,1
7.736623703,0,1
6.772468823,0,1
7.929368422,0,1
4.807582899,0,1
6.163231836,0,1
7.717096867,0,1
5.528866201,0,1
6.823015629,0,1
6.079344498,0,1
6.937287017,0,1
7.557137247,0,1
6.691220244,0,1
7.752256643,0,1
7.492350944,0,1
8.338129034,0,1
7.02113677,0,1
6.839769868,0,1
6.737634436,0,1
8.107084929,0,1
7.750162245,0,1
5.771755152,0,1
5.968657049,0,1
6.805431879,0,1
7.60367131,0,1
6.019979154,0,1
5.671769544,0,1
8.205702171,0,1
6.042965957,0,1
7.729104069,0,1
7.65932639,0,1
9.610098859,0,1
6.276754053,0,1
7.653629755,0,1
6.11691286,0,1
5.84469098,0,1
6.481367813,0,1
7.571452207,0,1
7.223942415,0,1
7.060105913,0,1
7.924120541,0,1
8.443347513,0,1
7.386792972,0,1
6.603536502,0,1
7.437220272,0,1
7.736579956,0,1
7.756180856,0,1
8.215987674,0,1
6.296425854,0,1
7.166329263,0,1
7.211356025,0,1
8.321617081,0,1
7.306930881,0,1
9.050409274,0,1
7.726856752,0,1
7.567714223,0,1
6.327740512,0,1
8.415271845,0,1
7.272754594,0,1
7.440901714,0,1
6.212653986,0,1
6.051280584,0,1
7.946884329,0,1
6.834973898,0,1
8.582092679,0,1
6.831793909,0,1
7.236844174,0,1
9.81017304,0,1
6.741230057,0,1
7.111491473,0,1
7.221815634,0,1
5.913720122,0,1
7.203388583,0,1
5.850746995,0,1
6.848188359,0,1
6.536013729,0,1
5.732827765,0,1
7.231401728,0,1
6.682848771,0,1
7.602328943,0,1
7.22266062,0,1
6.164287898,0,1
9.077266913,0,1
8.576073694,0,1
7.536924753,0,1
7.619979014,0,1
6.064820709,0,1
6.604401184,0,1
7.652637484,0,1
6.874814328,0,1
7.106656658,0,1
6.053601893,0,1
8.909857454,0,1
6.40007084,0,1
5.475734455,0,1
5.519564295,0,1
6.311378809,0,1
5.339303134,0,1
7.531382896,0,1
5.829674478,0,1
5.885395619,0,1
5.826147841,0,1
5.268017576,0,1
6.991950728,0,1
8.286069373,0,1
7.612392428,0,1
6.263497616,0,1
7.611528503,0,1
7.156209244,0,1
5.550738402,0,1
6.528984333,0,1
7.113026873,0,1
7.769687353,0,1
8.256442501,0,1
6.110509537,0,1
6.381638982,0,1
6.023364118,0,1
7.197795379,0,1
5.034170148,0,1
6.55323741,0,1
8.477152603,0,1
7.295047421,0,1
5.911866576,0,1
5.891601795,0,1
7.133664303,0,1
7.810329853,0,1
5.555720746,0,1
4.932312699,0,1
6.395282767,0,1
5.082674653,0,1
8.440311339,0,1
4.453794894,0,1
7.107259506,0,1
6.645590839,0,1
6.309029901,0,1
6.364055622,0,1
7.121176952,0,1
8.09617371,0,1
5.974275636,0,1
5.571531466,0,1
5.154711914,0,1
6.406519034,0,1
7.953872236,0,1
7.970432086,0,1
7.705837371,0,1
5.744783898,0,1
7.798149176,0,1
6.824693704,0,1
6.611540958,0,1
7.042877473,0,1
7.641769512,0,1
6.134416591,0,1
6.997627494,0,1
5.620331419,0,1
6.908933258,0,1
7.800210143,0,1
6.512041527,0,1
6.617598605,0,1
9.234628007,0,1
7.457449746,0,1
6.79473993,0,1
5.899191079,0,1
5.811183128,0,1
8.716958585,0,1
8.144221997,0,1
8.027109704,0,1
6.876859884,0,1
6.056256095,0,1
5.651959426,0,1
4.927799787,0,1
6.700340684,0,1
5.965443966,0,1
7.890506873,0,1
6.246563504,0,1
7.322140166,0,1
7.262652747,0,1
6.481156875,0,1
7.301221436,0,1
7.570604569,0,1
6.852218847,0,1
6.259574754,0,1
7.376797166,0,1
6.346612377,0,1
8.865327256,0,1
6.407390756,0,1
5.28234774,0,1
6.34606269,0,1
7.3890637,0,1
8.460018126,0,1
8.133692738,0,1
7.326140864,0,1
8.075384975,0,1
9.002934125,0,1
6.608181075,0,1
6.946186163,0,1
6.291757236,0,1
7.65711182,0,1
7.282316903,0,1
6.226420046,0,1
7.447296849,0,1
6.974478713,0,1
5.473811971,0,1
7.11145615,0,1
6.093814582,0,1
7.894126578,0,1
8.022178123,0,1
6.187931785,0,1
6.93587609,0,1
6.411555561,0,1
8.221114977,0,1
7.243360223,0,1
5.666392665,0,1
7.455576051,0,1
6.543595164,0,1
6.028028441,0,1
6.660472687,0,1
4.759739557,0,1
7.22295014,0,1
6.777317125,0,1
6.632703811,0,1
7.456260751,0,1
8.076207926,0,1
8.402697833,0,1
7.557725186,0,1
7.008805694,0,1
5.385337001,0,1
7.857353794,0,1
6.970471129,0,1
5.860493313,0,1
7.861778223,0,1
7.378801222,0,1
6.260994468,0,1
7.308021322,0,1
6.674353202,0,1
6.394896615,0,1
8.103837745,0,1
5.854444936,0,1
8.214419023,0,1
6.624682133,0,1
6.215462615,0,1
7.001631453,0,1
8.294390994,0,1
8.654133774,0,1
6.584255371,0,1
8.175388229,0,1
7.032040046,0,1
6.23486246,0,1
7.736042676,0,1
6.979053716,0,1
6.636351422,0,1
5.700787039,0,1
5.936760938,0,1
6.254208267,0,1
6.291540905,0,1
8.34659437,0,1
6.799249685,0,1
6.175873946,0,1
7.379228815,0,1
6.789615218,0,1
7.122746653,0,1
6.345284607,0,1
6.905707064,0,1
8.098505596,0,1
6.969020393,0,1
8.013304048,0,1
6.467844859,0,1
7.222473175,0,1
8.266738026,0,1
6.22233926,0,1
8.10107299,0,1
8.349569514,0,1
7.419254789,0,1
7.149496789,0,1
6.406602876,0,1
8.112906682,0,1
6.558535531,0,1
6.346062279,0,1
5.343501829,0,1
7.700471588,0,1
4.930122864,0,1
8.442300623,0,1
8.136257346,0,1
5.172294655,0,1
7.371783999,0,1
7.421207601,0,1
3.650482095,0,1
7.798916472,0,1
7.970021826,0,1
7.536790053,0,1
7.768452661,0,1
6.609784807,0,1
6.629263981,0,1
6.59545494,0,1
7.626344177,0,1
8.113497547,0,1
6.854620484,0,1
7.766840034,0,1
7.981112093,0,1
8.395332792,0,1
5.458728041,0,1
5.785229531,0,1
6.389085065,0,1
6.597871932,0,1
4.618646543,0,1
8.450762063,0,1
6.748569843,0,1
7.385478522,0,1
6.356620751,0,1
4.633723124,0,1
6.119853459,0,1
6.724990471,0,1
6.039077852,0,1
8.083870188,0,1
6.610264955,0,1
6.138971025,0,1
6.509241563,0,1
5.27482327,0,1
6.720633316,0,1
7.23723328,0,1
8.350138886,0,1
7.795810903,0,1
6.75813462,0,1
7.24609186,0,1
6.283628045,0,1
6.457873931,0,1
7.648353846,0,1
6.3175492,0,1
7.372044088,0,1
8.366392873,0,1
7.699392062,0,1
6.315556292,0,1
7.343562126,0,1
5.099524886,0,1
7.139645486,0,1
7.637607317,0,1
7.113687858,0,1
6.991101815,0,1
6.618353306,0,1
6.230972384,0,1
7.423424719,0,1
6.694769644,0,1
6.862249343,0,1
7.394831565,0,1
6.999342354,0,1
8.915645725,0,1
8.134585943,0,1
5.410598998,0,1
7.721002182,0,1
8.152353037,0,1
6.847740483,0,1
6.603979176,0,1
7.363761032,0,1
6.777468204,0,1
6.659440837,0,1
7.087728385,0,1
7.635303434,0,1
7.413982087,0,1
5.464154145,0,1
7.023740899,0,1
6.174985832,0,1
6.197222641,0,1
6.021339335,0,1
7.050645693,0,1
7.713596288,0,1
6.007251335,0,1
7.654307304,0,1
6.094912132,0,2
7.334313539,0,2
6.590004554,0,2
6.667732206,0,2
8.182798163,0,2
8.233216728,0,2
6.691770795,0,2
8.082011044,0,2
7.747393824,0,2
7.723652019,0,2
7.783185126,0,2
4.668855711,0,2
7.161820043,0,2
7.765079641,0,2
6.840570423,0,2
7.897562087,0,2
7.917703834,0,2
8.165054918,0,2
4.866948057,0,2
8.426807189,0,2
7.513284545,0,2
7.780702177,0,2
7.470818041,0,2
8.577340679,0,2
6.359059101,0,2
8.185917808,0,2
5.906901039,0,2
6.710595642,0,2
6.543410447,0,2
6.836832446,0,2
6.833335603,0,2
6.483642324,0,2
8.496538033,0,2
5.951965734,0,2
7.846992216,0,2
8.671080744,0,2
4.960777781,0,2
6.838809277,0,2
7.950816268,0,2
7.28069929,0,2
6.90765923,0,2
7.680788899,0,2
7.288296107,0,2
8.623565885,0,2
6.819103952,0,2
8.529796227,0,2
8.550500814,0,2
6.593999397,0,2
5.887633055,0,2
6.912702626,0,2
6.384058797,0,2
6.680088679,0,2
8.593631668,0,2
6.691851799,0,2
8.042421775,0,2
7.275807311,0,2
7.452349681,0,2
8.080201569,0,2
7.248370394,0,2
7.77859225,0,2
7.476437712,0,2
8.204920081,0,2
6.885092807,0,2
7.098230301,0,2
8.620486469,0,2
6.190639017,0,2
5.651902275,0,2
6.699199694,0,2
7.32748859,0,2
6.433293553,0,2
6.399962025,0,2
7.117783924,0,2
6.462293445,0,2
9.891559211,0,2
6.285338247,0,2
6.024672883,0,2
6.486431889,0,2
5.734728775,0,2
8.25924833,0,2
7.969512484,0,2
6.627038212,0,2
7.94624923,0,2
6.863627401,0,2
6.833918094,0,2
8.757025251,0,2
6.75702092,0,2
5.708257286,0,2
5.555236954,0,2
7.928429018,0,2
6.787393544,0,2
6.445183192,0,2
6.960727186,0,2
6.748714579,0,2
6.630117019,0,2
8.803910563,0,2
6.232512062,0,2
8.206884447,0,2
6.466320963,0,2
5.529061298,0,2
6.000950242,0,2
9.211778747,0,2
6.472110744,0,2
7.512157024,0,2
7.925690481,0,2
6.177287211,0,2
6.607918989,0,2
7.588753483,0,2
6.946094238,0,2
6.515233727,0,2
7.280622443,0,2
6.313308772,0,2
7.045490633,0,2
7.758223443,0,2
5.6610647,0,2
8.557372018,0,2
5.850579162,0,2
6.138137767,0,2
5.7597794,0,2
5.24988285,0,2
6.296256832,0,2
8.12641025,0,2
8.247077459,0,2
5.166210265,0,2
8.033259452,0,2
6.227599619,0,2
8.832328108,0,2
8.014296166,0,2
6.847445661,0,2
5.891830796,0,2
8.292705507,0,2
7.941872564,0,2
7.998374384,0,2
6.907520475,0,2
6.324906153,0,2
7.188383561,0,2
7.818924517,0,2
7.340763298,0,2
7.802872767,0,2
7.261143906,0,2
7.015340149,0,2
8.491821294,0,2
5.576209819,0,2
7.718041394,0,2
8.370475487,0,2
8.437165964,0,2
6.254678588,0,2
7.851975175,0,2
6.542034604,0,2
6.602065077,0,2
5.819741558,0,2
8.203339123,0,2
5.671390222,0,2
7.131246459,0,2
6.935279679,0,2
7.052939721,0,2
5.959120958,0,2
7.131911873,0,2
5.144544152,0,2
6.879995528,0,2
8.205805002,0,2
5.717861879,0,2
6.994633056,0,2
7.024367678,0,2
6.254826408,0,2
6.288392214,0,2
7.814820678,0,2
8.036008511,0,2
7.711685092,0,2
7.57438321,0,2
6.849252195,0,2
6.576938222,0,2
4.730850087,0,2
6.3246068,0,2
5.981571634,0,2
8.451818459,0,2
7.613278422,0,2
7.12468963,0,2
7.868656348,0,2
7.445520331,0,2
6.423897185,0,2
9.124600489,0,2
7.232511295,0,2
5.633499719,0,2
7.080674882,0,2
5.312005968,0,2
6.210871824,0,2
5.73564353,0,2
6.209843482,0,2
5.314129295,0,2
5.950933439,0,2
7.718181013,0,2
7.484699767,0,2
5.886905155,0,2
6.96781732,0,2
8.128901364,0,2
7.766501541,0,2
7.111299635,0,2
8.669457344,0,2
6.951936932,0,2
7.926453938,0,2
7.966594595,0,2
6.770213385,0,2
6.289135055,0,2
8.522200326,0,2
6.553405047,0,2
6.79476358,0,2
6.016744073,0,2
7.383168039,0,2
7.654239094,0,2
5.94076819,0,2
6.742866633,0,2
7.188755643,0,2
8.892619953,0,2
6.963950146,0,2
7.064688425,0,2
7.621967284,0,2
7.389013881,0,2
5.135400186,0,2
7.224921264,0,2
7.365089354,0,2
5.781416912,0,2
8.756763326,0,2
6.454732435,0,2
8.686519242,0,2
8.59112893,0,2
8.122699232,0,2
6.802107876,0,2
6.382617987,0,2
6.659888676,0,2
8.222185256,0,2
7.417445063,0,2
6.217849341,0,2
6.5127528,0,2
7.423068469,0,2
6.989661667,0,2
8.754977765,0,2
9.46595574,0,2
7.76993072,0,2
6.233697051,0,2
7.81821903,0,2
8.987843006,0,2
6.969655877,0,2
6.642068538,0,2
7.113440027,0,2
7.379069879,0,2
8.765102416,0,2
6.435322307,0,2
7.326639754,0,2
8.958873583,0,2
6.341798057,0,2
5.171749348,0,2
7.128348169,0,2
8.119279703,0,2
5.919186059,0,2
7.090338542,0,2
7.771923732,0,2
7.511817333,0,2
6.984181978,0,2
5.906447192,0,2
6.702496177,0,2
7.77409327,0,2
8.26448069,0,2
6.794383691,0,2
7.856178006,0,2
6.861381679,0,2
6.302307702,0,2
5.431341958,0,2
9.126868375,0,2
6.067237717,0,2
6.200653742,0,2
7.811587756,0,2
8.633933626,0,2
7.580918858,0,2
7.258529857,0,2
6.543845793,0,2
9.820431899,0,2
7.745204863,0,2
6.584017422,0,2
5.888052732,0,2
5.804554118,0,2
6.804531117,0,2
7.421525275,0,2
7.221901998,0,2
7.635374381,0,2
7.625444676,0,2
5.691737104,0,2
7.115888501,0,2
8.521821863,0,2
8.012872297,0,2
5.192062015,0,2
7.512793986,0,2
6.973430367,0,2
5.8417074,0,2
9.028439774,0,2
8.286669068,0,2
7.439814082,0,2
7.809683065,0,2
6.951042106,0,2
6.088578632,0,2
7.437563344,0,2
6.791665472,0,2
6.643769039,0,2
7.670280682,0,2
6.61535752,0,2
7.087438703,0,2
8.442516882,0,2
6.158341396,0,2
7.693954101,0,2
7.192228726,0,2
8.106777946,0,2
8.526887735,0,2
8.522244951,0,2
7.349602142,0,2
7.761110959,0,2
7.936888499,0,2
7.053004042,0,2
8.435589543,0,2
7.848566531,0,2
8.080045513,0,2
8.071710095,0,2
6.100745185,0,2
6.907573863,0,2
9.192498825,0,2
6.656727403,0,2
6.834584429,0,2
7.80913697,0,2
6.815397632,0,2
6.213545078,0,2
6.318108842,0,2
6.732202283,0,2
6.708657615,0,2
7.81499516,0,2
6.844407087,0,2
6.641015455,0,2
8.387794717,0,2
7.740641033,0,2
7.590622243,0,2
8.231588792,0,2
6.870965015,0,2
6.797678811,0,2
6.599893008,0,2
6.865468991,0,2
8.459481958,0,2
9.503439633,0,2
8.06095156,0,2
8.14968189,0,2
9.071716749,0,2
8.10157893,0,2
6.468934736,0,2
6.776374432,0,2
5.943575157,0,2
7.135240405,0,2
5.949261464,0,2
6.811215204,0,2
7.899487698,0,2
7.543194441,0,2
7.30146269,0,2
6.841631226,0,2
5.418745807,0,2
7.746763368,0,2
6.790535176,0,2
7.010482379,0,2
5.176331082,0,2
7.22792511,0,2
8.294343656,0,2
6.56321985,0,2
8.406029748,0,2
8.032450608,0,2
7.445844484,0,2
6.682190594,0,2
7.346172941,0,2
4.819530558,0,2
6.948748623,0,2
6.206001744,0,2
5.412148945,0,2
5.666160062,0,2
6.875304498,0,2
8.781964074,0,2
8.228138693,0,2
7.181589699,0,2
6.131433852,0,2
7.172438246,0,2
7.106140628,0,2
7.65980118,0,2
5.468154528,0,2
6.832471439,0,2
7.725375568,0,2
7.147849355,0,2
5.428611963,0,2
6.422476842,0,2
6.767070758,0,2
6.956608939,0,2
7.870840895,0,2
5.919157004,0,2
7.230344996,0,2
5.370782954,0,2
6.727737944,0,2
