Prev.Length,Prev.Size,Browse.Time
85,0.590447241,20.90443641
80,0.650559051,14.49512961
75,0.710670861,13.37767965
70,0.770782671,20.23155531
105,0.35,20.42533938
100,0.41011181,21.5158499
95,0.47022362,20.80160036
90,0.530335431,15.35989278
85,0.590447241,11.7162231
80,0.650559051,16.92077684
75,0.710670861,15.68815712
70,0.770782671,12.18433856
105,0.35,18.65649373
100,0.41011181,22.17686548
95,0.47022362,22.15960426
90,0.530335431,17.98703033
85,0.590447241,21.34186645
80,0.650559051,21.60365922
75,0.710670861,16.49198815
70,0.770782671,16.75777974
105,0.35,17.36816993
100,0.41011181,24.87793816
95,0.47022362,18.10490829
90,0.530335431,19.08494479
85,0.590447241,16.63956965
80,0.650559051,17.17574456
75,0.710670861,13.14987253
70,0.770782671,17.18027136
105,0.35,19.18613708
100,0.41011181,13.5487549
95,0.47022362,22.03252833
90,0.530335431,17.3817154
85,0.590447241,15.88023091
80,0.650559051,15.83984052
75,0.710670861,19.23417383
70,0.770782671,20.61533742
105,0.35,23.0328132
100,0.41011181,20.7190539
95,0.47022362,29.20633098
90,0.530335431,21.41644925
85,0.590447241,14.44264957
80,0.650559051,17.70966785
75,0.710670861,13.15238537
70,0.770782671,23.5406451
105,0.35,22.67841405
100,0.41011181,22.18326236
95,0.47022362,20.33320973
90,0.530335431,14.40067901
85,0.590447241,18.85695468
80,0.650559051,16.8900771
75,0.710670861,13.35755585
70,0.770782671,20.15555761
105,0.35,18.17676045
100,0.41011181,24.09550397
95,0.47022362,21.97804927
90,0.530335431,20.08186449
85,0.590447241,17.40992724
80,0.650559051,13.9409425
75,0.710670861,9.225310102
70,0.770782671,15.90266583
105,0.35,22.13343563
100,0.41011181,22.29340615
95,0.47022362,18.79168756
90,0.530335431,19.92037887
85,0.590447241,21.88035874
80,0.650559051,18.04422538
75,0.710670861,14.55106011
70,0.770782671,15.28472017
105,0.35,18.8781763
100,0.41011181,20.40360805
95,0.47022362,16.76227929
90,0.530335431,20.39858214
85,0.590447241,15.41919754
80,0.650559051,14.27591686
75,0.710670861,9.690624031
70,0.770782671,19.62008061
105,0.35,23.78570012
100,0.41011181,22.7925765
95,0.47022362,20.96913192
90,0.530335431,17.51234269
85,0.590447241,21.08938774
80,0.650559051,17.98520143
75,0.710670861,14.88492706
70,0.770782671,14.21549614
105,0.35,15.97525948
100,0.41011181,24.1031105
95,0.47022362,16.27218699
90,0.530335431,17.65731419
85,0.590447241,21.90489466
80,0.650559051,20.00378454
75,0.710670861,13.33086963
70,0.770782671,18.60293578
105,0.35,19.1642199
100,0.41011181,22.78297537
95,0.47022362,19.55084055
90,0.530335431,21.70037199
85,0.590447241,14.10929754
80,0.650559051,15.22725109
75,0.710670861,16.28915789
70,0.770782671,16.27649123
105,0.35,26.42562747
100,0.41011181,23.46751165
95,0.47022362,26.00652251
90,0.530335431,15.42197757
85,0.590447241,22.21576897
80,0.650559051,19.9121764
75,0.710670861,18.68705672
70,0.770782671,17.79843847
105,0.35,26.90460224
100,0.41011181,22.90493413
95,0.47022362,22.14819995
90,0.530335431,21.76429388
85,0.590447241,26.26718717
80,0.650559051,13.54985607
75,0.710670861,17.04773752
70,0.770782671,16.75609636
105,0.35,14.78858206
100,0.41011181,22.98559255
95,0.47022362,24.45946195
90,0.530335431,19.90544532
85,0.590447241,16.93516139
80,0.650559051,13.94797189
75,0.710670861,11.3379762
70,0.770782671,17.7573174
105,0.35,22.70098269
100,0.41011181,27.1348981
95,0.47022362,18.75154909
90,0.530335431,15.75440321
85,0.590447241,18.55584725
80,0.650559051,18.00650707
75,0.710670861,14.81122468
70,0.770782671,19.65975176
105,0.35,21.93554458
100,0.41011181,24.94092229
95,0.47022362,17.12366922
90,0.530335431,20.86365669
85,0.590447241,18.6488407
80,0.650559051,21.1124253
75,0.710670861,12.18159944
70,0.770782671,17.08914148
105,0.35,29.20309854
100,0.41011181,20.34191384
95,0.47022362,19.6716111
90,0.530335431,13.81125086
85,0.590447241,19.11573236
80,0.650559051,15.0331652
75,0.710670861,17.61383131
70,0.770782671,18.39954221
105,0.35,28.73205615
100,0.41011181,23.71278169
95,0.47022362,23.43634136
90,0.530335431,16.58144891
85,0.590447241,12.09887543
80,0.650559051,13.60906267
75,0.710670861,13.22398987
70,0.770782671,14.29966316
105,0.35,22.41973866
100,0.41011181,19.56171342
95,0.47022362,23.70592321
90,0.530335431,18.96677874
85,0.590447241,19.98843341
80,0.650559051,15.84596206
75,0.710670861,12.96218963
70,0.770782671,17.90520741
105,0.35,23.17412366
100,0.41011181,23.04912036
95,0.47022362,22.22253541
90,0.530335431,23.55174943
85,0.590447241,19.18304679
80,0.650559051,20.64315528
75,0.710670861,12.42712181
70,0.770782671,14.88501753
105,0.35,25.65352928
100,0.41011181,27.47227241
95,0.47022362,25.16406554
90,0.530335431,19.74196576
85,0.590447241,18.42829571
80,0.650559051,15.9328757
75,0.710670861,17.64647783
70,0.770782671,16.65431091
105,0.35,22.93975749
100,0.41011181,27.24484364
95,0.47022362,24.3925389
90,0.530335431,15.81254245
85,0.590447241,23.50991124
80,0.650559051,11.9969758
75,0.710670861,14.87447173
70,0.770782671,17.63264412
105,0.35,12.03807703
100,0.41011181,26.67111253
95,0.47022362,20.95331473
90,0.530335431,18.78921347
85,0.590447241,18.81767902
80,0.650559051,17.4082495
75,0.710670861,17.96720311
70,0.770782671,18.28052866
105,0.35,21.45850051
100,0.41011181,24.39730492
95,0.47022362,20.15143414
90,0.530335431,17.97842056
85,0.590447241,20.0772903
80,0.650559051,13.44637881
75,0.710670861,13.99046731
70,0.770782671,14.94737476
105,0.35,21.76527867
100,0.41011181,22.70519601
95,0.47022362,22.71434961
90,0.530335431,24.55473688
85,0.590447241,19.63458677
80,0.650559051,13.75258659
75,0.710670861,18.61983718
70,0.770782671,15.77639807
105,0.35,21.03547875
100,0.41011181,16.99127417
95,0.47022362,24.20035931
90,0.530335431,17.6934577
85,0.590447241,19.05941045
80,0.650559051,13.71102671
75,0.710670861,13.22322442
70,0.770782671,15.8412042
105,0.35,21.21999709
100,0.41011181,20.38332122
95,0.47022362,18.49448709
90,0.530335431,20.7603171
85,0.590447241,13.77385492
80,0.650559051,8.616786886
75,0.710670861,12.37883297
70,0.770782671,18.90661828
105,0.35,24.54090956
100,0.41011181,23.86358628
95,0.47022362,19.48658892
90,0.530335431,22.13705145
85,0.590447241,15.47193792
80,0.650559051,16.29439129
75,0.710670861,19.43541516
70,0.770782671,18.12400196
105,0.35,22.11856616
100,0.41011181,20.20931483
95,0.47022362,23.08668129
90,0.530335431,21.0533746
85,0.590447241,16.77443244
80,0.650559051,17.12969214
75,0.710670861,10.4453448
70,0.770782671,12.06079997
105,0.35,24.11974578
100,0.41011181,20.66111088
95,0.47022362,20.1419189
90,0.530335431,18.39006384
85,0.590447241,19.65574821
80,0.650559051,15.24609056
75,0.710670861,18.75310465
70,0.770782671,15.83271694
105,0.35,19.07185135
100,0.41011181,19.79628607
95,0.47022362,19.40610422
90,0.530335431,25.97275411
85,0.590447241,16.13115229
80,0.650559051,15.1594798
75,0.710670861,15.39441839
70,0.770782671,18.54061661
105,0.35,19.10906046
100,0.41011181,24.05338912
95,0.47022362,19.15555541
90,0.530335431,15.1712609
85,0.590447241,19.87189369
80,0.650559051,10.01400321
75,0.710670861,13.0185596
70,0.770782671,20.23109053
105,0.35,23.9344308
100,0.41011181,25.13157527
95,0.47022362,22.92522174
90,0.530335431,16.05352964
85,0.590447241,17.38065618
80,0.650559051,11.7330374
75,0.710670861,12.07747162
70,0.770782671,17.36678039
105,0.35,22.65696127
100,0.41011181,23.86571979
95,0.47022362,26.17014826
90,0.530335431,14.9766949
85,0.590447241,19.54294346
80,0.650559051,21.76032598
75,0.710670861,16.9195623
70,0.770782671,21.62203148
105,0.35,21.43438684
100,0.41011181,18.18896645
95,0.47022362,17.23837957
90,0.530335431,29.20658007
85,0.590447241,18.54441361
80,0.650559051,14.39113603
75,0.710670861,12.86608627
70,0.770782671,17.61381286
105,0.35,20.38251851
100,0.41011181,21.31437445
95,0.47022362,18.58414644
90,0.530335431,21.38022522
85,0.590447241,17.25623324
80,0.650559051,11.12011668
75,0.710670861,13.89048585
70,0.770782671,21.02616951
105,0.35,23.47801146
100,0.41011181,24.33394368
95,0.47022362,21.97817307
90,0.530335431,26.76775339
85,0.590447241,17.82499546
80,0.650559051,15.54755225
75,0.710670861,17.19518255
70,0.770782671,14.82046838
105,0.35,23.3499261
100,0.41011181,21.71074749
95,0.47022362,22.72027229
90,0.530335431,18.85768206
85,0.590447241,23.12186343
80,0.650559051,22.7251647
75,0.710670861,16.93326603
70,0.770782671,21.59344523
105,0.35,19.73883505
100,0.41011181,19.36746376
95,0.47022362,21.64456037
90,0.530335431,20.02430701
85,0.590447241,16.57343537
80,0.650559051,16.87334373
75,0.710670861,15.23965268
70,0.770782671,14.92399565
105,0.35,17.36292001
100,0.41011181,26.19978359
95,0.47022362,20.16549454
90,0.530335431,21.60637849
85,0.590447241,17.93484771
80,0.650559051,16.76757806
75,0.710670861,12.30466909
70,0.770782671,19.85569185
105,0.35,21.59204043
100,0.41011181,21.80775268
95,0.47022362,25.85953576
90,0.530335431,13.62016468
85,0.590447241,18.02142345
80,0.650559051,10.41783032
75,0.710670861,14.87789849
70,0.770782671,20.1970064
105,0.35,21.20457727
100,0.41011181,26.02183744
95,0.47022362,18.02833366
90,0.530335431,16.63649195
85,0.590447241,20.34024668
80,0.650559051,13.67781614
75,0.710670861,10.57354435
70,0.770782671,17.19093563
105,0.35,23.26472059
100,0.41011181,19.92142965
95,0.47022362,24.90440666
90,0.530335431,19.28407129
85,0.590447241,17.73806795
80,0.650559051,12.22351883
75,0.710670861,15.02743167
70,0.770782671,17.18981762
105,0.35,20.21350069
100,0.41011181,19.30343427
95,0.47022362,23.04177023
90,0.530335431,20.28001441
85,0.590447241,16.73342195
80,0.650559051,18.0116815
75,0.710670861,13.46023497
70,0.770782671,16.87435958
105,0.35,18.68316534
100,0.41011181,19.41689331
95,0.47022362,23.55656519
90,0.530335431,20.32766737
85,0.590447241,18.02816703
80,0.650559051,12.60926934
75,0.710670861,13.30764735
70,0.770782671,19.87813671
105,0.35,25.40977997
100,0.41011181,19.7819569
95,0.47022362,25.9413107
90,0.530335431,23.75658233
85,0.590447241,17.95415564
80,0.650559051,18.36627834
75,0.710670861,13.96755678
70,0.770782671,16.44840658
105,0.35,20.39206713
100,0.41011181,22.39319007
95,0.47022362,18.68499027
90,0.530335431,16.24816719
85,0.590447241,18.24103899
80,0.650559051,16.18677521
75,0.710670861,11.49659303
70,0.770782671,13.50055155
105,0.35,17.7464666
100,0.41011181,22.65423793
95,0.47022362,24.95045622
90,0.530335431,14.48525638
85,0.590447241,18.3768067
80,0.650559051,14.90121821
75,0.710670861,17.84285656
70,0.770782671,11.91248782
105,0.35,27.78943771
100,0.41011181,26.43186831
95,0.47022362,24.92490052
90,0.530335431,18.67132895
85,0.590447241,20.33598342
80,0.650559051,18.45061296
75,0.710670861,15.5077075
70,0.770782671,20.04140662
105,0.35,20.96825135
100,0.41011181,21.1056536
95,0.47022362,20.03788563
90,0.530335431,17.22365108
85,0.590447241,22.09645425
80,0.650559051,18.45485861
75,0.710670861,14.89684179
70,0.770782671,17.00414844
105,0.35,20.87857481
100,0.41011181,25.37127225
95,0.47022362,20.26560708
90,0.530335431,19.41364913
85,0.590447241,15.49338947
80,0.650559051,15.2178883
75,0.710670861,16.59864049
70,0.770782671,16.95067672
105,0.35,20.4794535
100,0.41011181,24.52262841
95,0.47022362,24.83185059
90,0.530335431,18.84481716
85,0.590447241,13.7829941
80,0.650559051,16.4488641
75,0.710670861,19.41337372
70,0.770782671,23.16281335
105,0.35,20.0895216
100,0.41011181,22.43302863
95,0.47022362,19.2506802
90,0.530335431,17.98528338
85,0.590447241,17.00661168
80,0.650559051,16.61342695
75,0.710670861,13.91605079
70,0.770782671,13.816478
105,0.35,14.01502598
100,0.41011181,29.37131223
95,0.47022362,18.44995033
90,0.530335431,21.27033485
85,0.590447241,17.13166221
80,0.650559051,11.09716996
75,0.710670861,15.52652786
70,0.770782671,21.17456609
105,0.35,20.56619807
100,0.41011181,21.98129325
95,0.47022362,23.11589431
90,0.530335431,22.07203515
85,0.590447241,23.15791789
80,0.650559051,10.81821346
75,0.710670861,12.96644279
70,0.770782671,19.51578459
105,0.35,18.00811011
100,0.41011181,27.88074216
95,0.47022362,20.0319221
90,0.530335431,16.49834833
85,0.590447241,20.69761636
80,0.650559051,16.24809927
75,0.710670861,15.33307112
70,0.770782671,16.32809299
105,0.35,22.03718933
100,0.41011181,23.7643606
95,0.47022362,20.70621526
90,0.530335431,21.69668812
85,0.590447241,12.08495764
80,0.650559051,15.8017196
75,0.710670861,13.62383699
70,0.770782671,16.03537158
105,0.35,20.19222284
100,0.41011181,17.85095994
95,0.47022362,21.74072171
90,0.530335431,19.31612609
85,0.590447241,14.55082882
80,0.650559051,17.33757507
75,0.710670861,13.87823934
70,0.770782671,13.78904965
105,0.35,20.15924375
100,0.41011181,19.27510806
95,0.47022362,22.84558825
90,0.530335431,17.99429273
85,0.590447241,17.10404971
80,0.650559051,18.52610912
75,0.710670861,15.0329467
70,0.770782671,13.65768573
105,0.35,19.24007625
100,0.41011181,20.5502193
95,0.47022362,22.69901927
90,0.530335431,20.35747342
85,0.590447241,14.30284331
80,0.650559051,21.4955413
75,0.710670861,16.59324754
70,0.770782671,20.32281562
105,0.35,21.74398541
100,0.41011181,21.59391314
95,0.47022362,22.16549559
90,0.530335431,22.36860149
85,0.590447241,12.93437767
80,0.650559051,9.924325201
75,0.710670861,14.82758612
70,0.770782671,16.02720207
105,0.35,20.00450818
100,0.41011181,20.75010188
95,0.47022362,26.2726546
90,0.530335431,17.42473556
85,0.590447241,17.81136665
80,0.650559051,17.28641406
75,0.710670861,10.16293941
70,0.770782671,16.11171612
105,0.35,23.62167866
100,0.41011181,26.26850955
95,0.47022362,21.3987209
90,0.530335431,20.75868625
85,0.590447241,15.9698914
80,0.650559051,18.75784738
75,0.710670861,13.35271184
70,0.770782671,18.28883873
105,0.35,21.5420714
100,0.41011181,23.08909493
95,0.47022362,16.22183666
90,0.530335431,20.35750045
85,0.590447241,14.78707966
80,0.650559051,16.91352354
75,0.710670861,14.64156573
70,0.770782671,18.81850292
105,0.35,21.53951887
100,0.41011181,19.64808125
95,0.47022362,23.11376058
90,0.530335431,22.89571962
85,0.590447241,22.70777888
80,0.650559051,14.24542873
75,0.710670861,15.43022185
70,0.770782671,14.41486882
105,0.35,23.2033634
100,0.41011181,17.60458981
95,0.47022362,24.36661854
90,0.530335431,17.66407366
85,0.590447241,22.26462874
80,0.650559051,13.76523651
75,0.710670861,15.95895552
70,0.770782671,12.27526131
105,0.35,23.11757532
100,0.41011181,20.3769965
95,0.47022362,17.93084382
90,0.530335431,17.96174929
85,0.590447241,25.77085983
80,0.650559051,12.98265159
75,0.710670861,15.65563969
70,0.770782671,16.51061672
105,0.35,20.53623634
100,0.41011181,20.75408664
95,0.47022362,27.28700882
90,0.530335431,17.19990096
85,0.590447241,24.65125478
80,0.650559051,15.02158649
75,0.710670861,17.49901351
70,0.770782671,16.24738844
105,0.35,21.72458617
100,0.41011181,21.03304617
95,0.47022362,14.28215381
90,0.530335431,17.63217214
85,0.590447241,22.75929451
80,0.650559051,18.89666466
75,0.710670861,14.23338833
70,0.770782671,16.58661748
105,0.35,20.61868258
100,0.41011181,24.06570415
95,0.47022362,21.35287921
90,0.530335431,21.87418652
85,0.590447241,25.18651033
80,0.650559051,14.34221381
75,0.710670861,18.63538446
70,0.770782671,12.70428574
105,0.35,16.89991465
100,0.41011181,22.56804637
95,0.47022362,26.22127323
90,0.530335431,14.74799425
85,0.590447241,18.41656632
80,0.650559051,16.60073219
75,0.710670861,12.33935365
70,0.770782671,13.89758152
105,0.35,20.59868546
100,0.41011181,26.42817862
95,0.47022362,23.4130966
90,0.530335431,14.67611949
85,0.590447241,20.37562163
80,0.650559051,18.60075136
75,0.710670861,19.16180118
70,0.770782671,18.70385986
105,0.35,22.88948254
100,0.41011181,17.15179486
95,0.47022362,18.87944402
90,0.530335431,18.69358063
85,0.590447241,20.00798367
80,0.650559051,18.65726821
75,0.710670861,12.90676561
70,0.770782671,15.6100537
105,0.35,21.19516642
100,0.41011181,22.56233193
95,0.47022362,24.13577386
90,0.530335431,20.80237401
85,0.590447241,20.98898503
80,0.650559051,17.34252648
75,0.710670861,14.94268589
70,0.770782671,24.98626643
105,0.35,19.44539213
100,0.41011181,17.98116912
95,0.47022362,18.7955234
90,0.530335431,25.69956637
85,0.590447241,25.96731877
80,0.650559051,15.77561897
75,0.710670861,13.97776454
70,0.770782671,19.76602125
105,0.35,24.27370255
100,0.41011181,22.06240937
95,0.47022362,14.60635341
90,0.530335431,17.74871065
85,0.590447241,15.44847956
80,0.650559051,12.00217186
75,0.710670861,19.73643594
70,0.770782671,17.39183245
105,0.35,27.32499572
100,0.41011181,23.39384128
95,0.47022362,21.04084243
90,0.530335431,23.24629572
85,0.590447241,17.28359389
80,0.650559051,9.799505722
75,0.710670861,14.93357166
70,0.770782671,12.21621299
105,0.35,22.28765434
100,0.41011181,24.83177963
95,0.47022362,19.66074118
90,0.530335431,17.17166202
85,0.590447241,20.76981102
80,0.650559051,16.20493729
75,0.710670861,17.44769318
70,0.770782671,18.48857592
105,0.35,25.45083227
100,0.41011181,23.3955677
95,0.47022362,20.05001773
90,0.530335431,21.06282296
85,0.590447241,19.72105919
80,0.650559051,13.92043134
75,0.710670861,15.75387522
70,0.770782671,16.30370209
105,0.35,17.05483518
100,0.41011181,23.52523857
95,0.47022362,20.38028362
90,0.530335431,19.22750112
85,0.590447241,17.07912894
80,0.650559051,15.87183842
75,0.710670861,18.49817949
70,0.770782671,14.88825963
105,0.35,21.44722928
100,0.41011181,22.38015429
95,0.47022362,21.99160672
90,0.530335431,15.76332382
85,0.590447241,19.00211387
80,0.650559051,21.29404341
75,0.710670861,11.54496334
70,0.770782671,17.19537452
105,0.35,20.86884721
100,0.41011181,15.8649936
95,0.47022362,26.96235404
90,0.530335431,20.54506056
85,0.590447241,14.1789978
80,0.650559051,20.80337039
75,0.710670861,12.72804363
70,0.770782671,16.86830044
105,0.35,17.5758513
100,0.41011181,17.97424309
95,0.47022362,26.11228717
90,0.530335431,15.23277226
85,0.590447241,13.570884
80,0.650559051,17.48129573
75,0.710670861,16.18891389
70,0.770782671,19.8424593
105,0.35,21.57424314
100,0.41011181,24.43700866
95,0.47022362,18.51442932
90,0.530335431,18.12172611
85,0.590447241,19.80031826
80,0.650559051,15.75131193
75,0.710670861,14.72340633
70,0.770782671,21.67340532
105,0.35,22.00241979
100,0.41011181,26.2382893
95,0.47022362,18.80299212
90,0.530335431,15.43742257
85,0.590447241,15.86672008
80,0.650559051,11.60759248
75,0.710670861,20.53912025
70,0.770782671,16.2710644
105,0.35,24.41658674
100,0.41011181,24.40472271
95,0.47022362,16.69702924
90,0.530335431,22.7674973
85,0.590447241,17.92158507
80,0.650559051,18.39204328
75,0.710670861,9.9980533
70,0.770782671,21.12710593
105,0.35,25.48350019
100,0.41011181,20.51865338
95,0.47022362,13.75366879
90,0.530335431,20.31579952
85,0.590447241,15.57066841
80,0.650559051,12.70763526
75,0.710670861,12.93621773
70,0.770782671,14.74705621
105,0.35,21.23466005
100,0.41011181,22.5006075
95,0.47022362,17.29232324
90,0.530335431,18.82036866
85,0.590447241,14.37133184
80,0.650559051,14.81098253
75,0.710670861,16.03217863
70,0.770782671,19.01630991
105,0.35,30.08640877
100,0.41011181,21.2333621
95,0.47022362,21.52695579
90,0.530335431,20.79613294
85,0.590447241,23.57558053
80,0.650559051,19.25080394
75,0.710670861,16.09807513
70,0.770782671,20.3021565
105,0.35,22.88590271
100,0.41011181,18.94483116
95,0.47022362,16.96824219
90,0.530335431,19.52189132
85,0.590447241,18.1997222
80,0.650559051,17.27565964
75,0.710670861,15.88206685
70,0.770782671,11.54810649
105,0.35,19.91141484
100,0.41011181,26.0713642
95,0.47022362,20.71695164
90,0.530335431,19.05196317
85,0.590447241,23.4504492
80,0.650559051,18.45752883
75,0.710670861,20.24345613
70,0.770782671,15.32365562
105,0.35,20.7671758
100,0.41011181,22.62647778
95,0.47022362,20.28063672
90,0.530335431,20.84350068
85,0.590447241,20.09999124
80,0.650559051,14.98191483
75,0.710670861,18.46604929
70,0.770782671,16.50655908
105,0.35,24.47321254
100,0.41011181,17.20405956
95,0.47022362,16.60432056
90,0.530335431,22.33423664
85,0.590447241,15.04514172
80,0.650559051,16.97242496
75,0.710670861,10.58233037
70,0.770782671,14.92586918
105,0.35,26.93189637
100,0.41011181,22.35142261
95,0.47022362,22.40675027
90,0.530335431,19.05055828
85,0.590447241,17.6575033
80,0.650559051,11.40822872
75,0.710670861,14.79415928
70,0.770782671,17.0559678
105,0.35,13.99503859
100,0.41011181,21.31907461
95,0.47022362,19.77397717
90,0.530335431,17.37957058
85,0.590447241,17.76952596
80,0.650559051,12.91035111
75,0.710670861,10.84831398
70,0.770782671,13.40423145
105,0.35,23.84943653
100,0.41011181,22.58375575
95,0.47022362,24.57801158
90,0.530335431,18.24311908
85,0.590447241,21.05604529
80,0.650559051,14.60258534
75,0.710670861,14.01480621
70,0.770782671,12.50078419
105,0.35,21.9002729
100,0.41011181,19.96968473
95,0.47022362,27.1315968
90,0.530335431,15.75289056
85,0.590447241,18.93340839
80,0.650559051,16.8900416
75,0.710670861,16.6912968
70,0.770782671,15.07148283
105,0.35,23.58292225
100,0.41011181,21.74756483
95,0.47022362,22.54786418
90,0.530335431,20.57533306
85,0.590447241,19.36003597
80,0.650559051,14.38650659
75,0.710670861,20.25222195
