Prev.Length,Prev.Size,Browse.Time
90,0.8,20.29902426
90,0.6,20.02011911
60,0.8,16.8532296
60,0.6,7.360728821
75,0.7,15.70912849
90,0.8,18.91429803
90,0.6,18.27485185
60,0.8,17.82090847
60,0.6,8.048742462
75,0.7,12.60506392
90,0.8,18.34806346
90,0.6,18.75043813
60,0.8,20.94925723
60,0.6,14.93346098
75,0.7,18.12342652
90,0.8,17.19542435
90,0.6,14.02120381
60,0.8,22.16029501
60,0.6,9.349527081
75,0.7,20.517193
90,0.8,17.80402872
90,0.6,15.3856432
60,0.8,20.71642802
60,0.6,13.95378338
75,0.7,12.62258327
90,0.8,20.61746857
90,0.6,16.71110644
60,0.8,14.74196195
60,0.6,12.32949142
75,0.7,15.4250927
90,0.8,19.01504349
90,0.6,18.19108491
60,0.8,14.97699711
60,0.6,17.35768256
75,0.7,18.74588538
90,0.8,22.27656207
90,0.6,17.15098646
60,0.8,17.75247213
60,0.6,16.29279506
75,0.7,13.31385525
90,0.8,14.43081343
90,0.6,16.38753298
60,0.8,14.57144302
60,0.6,17.45188354
75,0.7,7.57379352
90,0.8,16.59564689
90,0.6,25.96090426
60,0.8,16.37032636
60,0.6,12.707342
75,0.7,8.551030493
90,0.8,20.46447109
90,0.6,15.3242977
60,0.8,21.0159805
60,0.6,12.86579289
75,0.7,12.04761809
90,0.8,17.92388151
90,0.6,15.10321172
60,0.8,19.81296119
60,0.6,19.52395867
75,0.7,13.60498515
90,0.8,23.03992608
90,0.6,20.55711126
60,0.8,19.93172173
60,0.6,18.45954145
75,0.7,17.64044421
90,0.8,14.24799006
90,0.6,20.19978842
60,0.8,25.12633691
60,0.6,16.49308262
75,0.7,14.52397133
90,0.8,16.98117924
90,0.6,19.46684458
60,0.8,20.83351516
60,0.6,15.82027173
75,0.7,13.50534366
90,0.8,21.18128703
90,0.6,21.96082708
60,0.8,20.63221358
60,0.6,10.97776593
75,0.7,15.23539216
90,0.8,14.71069111
90,0.6,19.02403415
60,0.8,13.99735192
60,0.6,12.10755446
75,0.7,11.03311672
90,0.8,16.8561265
90,0.6,18.72522409
60,0.8,17.05108093
60,0.6,10.89262619
75,0.7,11.26188393
90,0.8,22.29480422
90,0.6,18.52239559
60,0.8,20.04275035
60,0.6,13.27758036
75,0.7,10.11433913
90,0.8,18.23541657
90,0.6,15.94256777
60,0.8,20.18229222
60,0.6,12.6701749
75,0.7,13.37548178
90,0.8,19.18537758
90,0.6,14.16400502
60,0.8,22.72307144
60,0.6,12.83101019
75,0.7,13.96335534
90,0.8,17.50707644
90,0.6,8.436319902
60,0.8,15.57689657
60,0.6,13.30762468
75,0.7,15.84460025
90,0.8,20.04247721
90,0.6,17.75247396
60,0.8,18.30293677
60,0.6,9.944343435
75,0.7,13.75336836
90,0.8,13.99948404
90,0.6,17.14326081
60,0.8,19.13475178
60,0.6,16.3963043
75,0.7,16.35399467
90,0.8,20.99553416
90,0.6,18.62214196
60,0.8,25.47836015
60,0.6,13.80077668
75,0.7,14.46858699
90,0.8,20.02273479
90,0.6,19.4826117
60,0.8,17.41801836
60,0.6,15.98243795
75,0.7,6.636359045
90,0.8,19.81855947
90,0.6,14.53314822
60,0.8,23.97578747
60,0.6,11.0532029
75,0.7,6.993452625
90,0.8,14.279149
90,0.6,12.45805752
60,0.8,21.69873853
60,0.6,19.10617727
75,0.7,16.79751324
90,0.8,18.94273519
90,0.6,18.27247484
60,0.8,18.90523089
60,0.6,8.890374506
75,0.7,18.18971176
90,0.8,16.04484704
90,0.6,21.06676933
60,0.8,14.89256906
60,0.6,16.64842336
75,0.7,16.42713222
90,0.8,22.96719055
90,0.6,18.92302802
60,0.8,14.73794256
60,0.6,15.47878213
75,0.7,12.74069624
90,0.8,18.89130085
90,0.6,18.33227216
60,0.8,21.07177692
60,0.6,12.73298655
75,0.7,12.81592553
90,0.8,21.42338439
90,0.6,20.60920354
60,0.8,13.63748628
60,0.6,7.102077461
75,0.7,13.30728508
90,0.8,19.29895962
90,0.6,19.52876291
60,0.8,19.22712652
60,0.6,14.53933213
75,0.7,18.72672571
90,0.8,16.25452846
90,0.6,19.40767657
60,0.8,21.80744185
60,0.6,15.57237255
75,0.7,12.13203747
90,0.8,20.41545855
90,0.6,18.36924698
60,0.8,20.11330254
60,0.6,17.15877713
75,0.7,12.86031604
90,0.8,14.58766304
90,0.6,19.10819832
60,0.8,16.51390419
60,0.6,14.05664269
75,0.7,11.96765494
90,0.8,20.6707816
90,0.6,17.07908454
60,0.8,17.4702421
60,0.6,14.89315975
75,0.7,18.45125595
90,0.8,19.48212736
90,0.6,20.47102236
60,0.8,17.01609679
60,0.6,9.705369157
75,0.7,14.55058199
90,0.8,21.66707269
90,0.6,19.92584982
60,0.8,18.90344191
60,0.6,10.03424931
75,0.7,11.95392978
90,0.8,22.4523446
90,0.6,20.3587665
60,0.8,21.11433342
60,0.6,18.89263267
75,0.7,13.12746089
90,0.8,21.41881775
90,0.6,22.73856014
60,0.8,16.88141018
60,0.6,10.71954137
75,0.7,14.49684173
90,0.8,21.87129208
90,0.6,22.21179964
60,0.8,16.41770465
60,0.6,14.77258739
75,0.7,14.41081286
90,0.8,16.78465746
90,0.6,19.08641326
60,0.8,18.84390857
60,0.6,21.67416788
75,0.7,13.48631575
90,0.8,17.30770926
90,0.6,15.70895705
60,0.8,18.73248585
60,0.6,15.97752637
75,0.7,11.59046428
90,0.8,19.29278952
90,0.6,15.40224763
60,0.8,23.65815289
60,0.6,14.65319314
75,0.7,15.79712692
90,0.8,13.45322804
90,0.6,20.234856
60,0.8,19.3281184
60,0.6,11.50809161
75,0.7,11.58766821
90,0.8,18.90024435
90,0.6,19.39376832
60,0.8,15.68494136
60,0.6,16.17645245
75,0.7,11.28590273
90,0.8,21.56657722
90,0.6,15.9124124
60,0.8,16.47267571
60,0.6,19.76602477
75,0.7,13.99643254
90,0.8,22.16014269
90,0.6,21.32935093
60,0.8,16.73636629
60,0.6,16.33156029
75,0.7,17.07031984
90,0.8,15.16666555
90,0.6,18.78248
60,0.8,16.51832404
60,0.6,11.81225566
75,0.7,12.16803147
90,0.8,11.35970515
90,0.6,18.93519037
60,0.8,12.65448158
60,0.6,17.09005879
75,0.7,10.98758964
90,0.8,15.68986537
90,0.6,19.51265623
60,0.8,18.57953714
60,0.6,10.19076753
75,0.7,16.35352001
90,0.8,20.3318669
90,0.6,19.52614161
60,0.8,16.5364014
60,0.6,17.11480342
75,0.7,17.642124
90,0.8,14.58173957
90,0.6,20.81454623
60,0.8,14.66084336
60,0.6,17.47591608
75,0.7,19.27733955
90,0.8,16.37417617
90,0.6,19.8971196
60,0.8,16.11062005
60,0.6,15.51098746
75,0.7,16.81538611
90,0.8,19.19880418
90,0.6,18.24786012
60,0.8,16.33080857
60,0.6,17.03944898
75,0.7,16.64846192
90,0.8,12.08712535
90,0.6,17.85306308
60,0.8,20.38971494
60,0.6,16.55169098
75,0.7,11.80561493
90,0.8,15.10591112
90,0.6,16.27079412
60,0.8,18.03890391
60,0.6,11.60079051
75,0.7,16.5922532
90,0.8,21.09779458
90,0.6,26.07530274
60,0.8,20.14386379
60,0.6,19.11306497
75,0.7,14.6470422
90,0.8,15.48448604
90,0.6,15.38774947
60,0.8,18.14484097
60,0.6,15.35986586
75,0.7,11.83731788
90,0.8,19.4862225
90,0.6,21.181174
60,0.8,13.71365685
60,0.6,15.34539091
75,0.7,16.5869662
90,0.8,20.90015494
90,0.6,19.51480049
60,0.8,24.35251527
60,0.6,11.20086545
75,0.7,14.76505284
90,0.8,17.35970159
90,0.6,18.95328335
60,0.8,23.52493923
60,0.6,17.59280621
75,0.7,11.77427328
90,0.8,21.30324941
90,0.6,15.62118447
60,0.8,16.45297269
60,0.6,16.52984695
75,0.7,11.80210067
90,0.8,17.37826234
90,0.6,21.56068189
60,0.8,17.57632884
60,0.6,14.04035112
75,0.7,12.68671114
90,0.8,25.32610278
90,0.6,25.66872632
60,0.8,17.98957017
60,0.6,15.43407515
75,0.7,14.69351496
90,0.8,16.57933919
90,0.6,16.85767414
60,0.8,18.92201552
60,0.6,13.70437817
75,0.7,18.34902263
90,0.8,19.26969565
90,0.6,13.9006038
60,0.8,16.92073504
60,0.6,18.59166857
75,0.7,19.21796821
90,0.8,21.48542159
90,0.6,15.29712586
60,0.8,14.85146142
60,0.6,13.39923978
75,0.7,18.25335155
90,0.8,20.07777815
90,0.6,21.08198619
60,0.8,19.55527958
60,0.6,15.48184786
75,0.7,20.30033935
90,0.8,18.62015004
90,0.6,18.38508867
60,0.8,17.54412026
60,0.6,11.08373062
75,0.7,16.19956555
90,0.8,19.25842753
90,0.6,19.28520084
60,0.8,16.32919475
60,0.6,17.18882987
75,0.7,18.8869817
90,0.8,18.21442807
90,0.6,20.07644106
60,0.8,17.51571812
60,0.6,10.36575603
75,0.7,11.16921934
90,0.8,22.00859975
90,0.6,20.61063469
60,0.8,19.91624132
60,0.6,7.939639535
75,0.7,19.43653968
90,0.8,16.09176029
90,0.6,16.89077618
60,0.8,16.84701517
60,0.6,16.94993371
75,0.7,17.49029998
90,0.8,22.29777453
90,0.6,20.40304912
60,0.8,16.82820598
60,0.6,13.20788794
75,0.7,13.16208106
90,0.8,23.1697061
90,0.6,20.69852301
60,0.8,14.73600875
60,0.6,17.31545983
75,0.7,16.96151792
90,0.8,20.28380284
90,0.6,14.2742929
60,0.8,18.05928784
60,0.6,18.46031733
75,0.7,18.34470045
90,0.8,16.55870165
90,0.6,24.21317332
60,0.8,16.9334606
60,0.6,13.06665978
75,0.7,11.7848222
90,0.8,17.42118981
90,0.6,17.97773181
60,0.8,23.40013649
60,0.6,16.00305589
75,0.7,18.87035968
90,0.8,20.942863
90,0.6,20.03450542
60,0.8,18.03410764
60,0.6,14.87925245
75,0.7,13.15589224
90,0.8,17.29115795
90,0.6,18.26082202
60,0.8,11.62348008
60,0.6,9.207128388
75,0.7,11.02359191
90,0.8,20.11353927
90,0.6,19.56198627
60,0.8,17.96216664
60,0.6,13.86676295
75,0.7,14.17277542
90,0.8,24.01813786
90,0.6,20.11141415
60,0.8,13.59646525
60,0.6,17.58388507
75,0.7,13.01818972
90,0.8,19.63485279
90,0.6,19.99845206
60,0.8,20.53710595
60,0.6,19.03910934
75,0.7,11.64310999
90,0.8,15.57165379
90,0.6,19.27281022
60,0.8,17.84922583
60,0.6,14.79663908
75,0.7,14.68755098
90,0.8,17.50010302
90,0.6,15.05178115
60,0.8,20.65634206
60,0.6,16.99766451
75,0.7,15.27225829
90,0.8,18.86080187
90,0.6,18.25771659
60,0.8,18.43341352
60,0.6,12.76987173
75,0.7,14.49404377
90,0.8,21.2134822
90,0.6,15.24512776
60,0.8,19.19947533
60,0.6,15.30432314
75,0.7,12.60879764
90,0.8,19.67317122
90,0.6,19.75936739
60,0.8,20.14673864
60,0.6,16.33142229
75,0.7,18.03960446
90,0.8,19.88637999
90,0.6,18.61304368
60,0.8,16.82142758
60,0.6,15.29154061
75,0.7,16.2499975
90,0.8,22.29431247
90,0.6,16.99963833
60,0.8,16.68730407
60,0.6,12.86892802
75,0.7,17.02811008
90,0.8,20.82801573
90,0.6,21.39961983
60,0.8,18.8158352
60,0.6,15.29721822
75,0.7,11.82736885
90,0.8,22.07990363
90,0.6,20.61152947
60,0.8,18.8223375
60,0.6,17.99083879
75,0.7,11.5793268
90,0.8,16.3149309
90,0.6,24.38731377
60,0.8,18.54390946
60,0.6,10.41024749
75,0.7,13.39846273
90,0.8,20.31750387
90,0.6,16.23499905
60,0.8,25.9574087
60,0.6,13.67106089
75,0.7,20.63453256
90,0.8,20.1037648
90,0.6,22.92708215
60,0.8,19.59629568
60,0.6,13.68377867
75,0.7,14.53474362
90,0.8,13.42879741
90,0.6,17.51167196
60,0.8,15.79091229
60,0.6,17.3336902
75,0.7,17.5240377
90,0.8,19.82962302
90,0.6,22.5699417
60,0.8,22.77756164
60,0.6,16.02202308
75,0.7,19.06502925
90,0.8,18.32714399
90,0.6,13.62485829
60,0.8,18.86004143
60,0.6,17.98887893
75,0.7,13.8794598
90,0.8,21.79685011
90,0.6,20.20791206
60,0.8,14.76592434
60,0.6,15.67198091
75,0.7,21.85272084
90,0.8,22.12585735
90,0.6,22.51514104
60,0.8,17.3061331
60,0.6,13.64566152
75,0.7,16.16550818
90,0.8,20.26014372
90,0.6,10.76302722
60,0.8,14.40708396
60,0.6,17.11317158
75,0.7,20.47821444
90,0.8,18.74628743
90,0.6,15.03283391
60,0.8,19.99598884
60,0.6,14.2003407
75,0.7,15.67324707
90,0.8,18.39661008
90,0.6,17.37693774
60,0.8,16.60643107
60,0.6,13.53735171
75,0.7,16.87794709
90,0.8,24.59940608
90,0.6,15.69524478
60,0.8,19.21054672
60,0.6,18.47500474
75,0.7,18.84498528
90,0.8,15.09523261
90,0.6,13.63966786
60,0.8,20.00521308
60,0.6,12.48231373
75,0.7,8.275483252
90,0.8,20.69599888
90,0.6,16.2573866
60,0.8,22.09818081
60,0.6,12.7218737
75,0.7,16.25346252
90,0.8,20.09220158
90,0.6,17.99532681
60,0.8,18.6138193
60,0.6,9.89961724
75,0.7,11.31157426
90,0.8,17.04460447
90,0.6,19.64628088
60,0.8,18.3075175
60,0.6,15.26240515
75,0.7,13.60807097
90,0.8,19.62673949
90,0.6,23.50676239
60,0.8,21.50377221
60,0.6,15.48422733
75,0.7,13.30888824
90,0.8,17.85401211
90,0.6,16.51592409
60,0.8,14.23240619
60,0.6,9.701737311
75,0.7,7.446407573
90,0.8,18.99820327
90,0.6,16.7812599
60,0.8,16.47201464
60,0.6,11.99127521
75,0.7,11.27032699
90,0.8,25.39880182
90,0.6,18.06640648
60,0.8,16.06710567
60,0.6,10.62169382
75,0.7,13.27379321
90,0.8,18.44294718
90,0.6,11.85063451
60,0.8,19.08328005
60,0.6,10.40033747
75,0.7,17.18024093
90,0.8,21.03430806
90,0.6,19.1075472
60,0.8,15.52736401
60,0.6,15.54102549
75,0.7,15.52103328
90,0.8,22.51577526
90,0.6,19.46729627
60,0.8,21.17497333
60,0.6,18.32589035
75,0.7,16.62529128
90,0.8,17.93414386
90,0.6,19.59343456
60,0.8,11.96068859
60,0.6,16.3979172
75,0.7,16.40944241
90,0.8,19.1291343
90,0.6,20.19818298
60,0.8,20.89125331
60,0.6,11.97887008
75,0.7,14.3438903
90,0.8,19.25736515
90,0.6,22.98900068
60,0.8,16.16189448
60,0.6,11.45344459
75,0.7,19.51135009
90,0.8,20.96759587
90,0.6,15.94094423
60,0.8,18.70361182
60,0.6,17.43836722
75,0.7,18.39927626
90,0.8,16.27357157
90,0.6,18.49459116
60,0.8,13.88740566
60,0.6,19.82414326
75,0.7,17.46763334
90,0.8,16.80171176
90,0.6,14.93781639
60,0.8,19.25141839
60,0.6,14.33771309
75,0.7,20.63076227
90,0.8,14.5554572
90,0.6,16.29048134
60,0.8,20.03732307
60,0.6,17.99400043
75,0.7,15.57830072
90,0.8,23.30721504
90,0.6,14.47513936
60,0.8,11.54605549
60,0.6,15.42913374
75,0.7,16.07700921
90,0.8,19.96482963
90,0.6,13.96410107
60,0.8,21.10233451
60,0.6,14.38028778
75,0.7,17.32130986
90,0.8,17.46442494
90,0.6,17.5811869
60,0.8,18.52625526
60,0.6,15.46583924
75,0.7,18.30116184
90,0.8,19.38221317
90,0.6,15.69672642
60,0.8,21.99856771
60,0.6,16.10585281
75,0.7,12.40205772
90,0.8,15.23050499
90,0.6,19.1267134
60,0.8,17.23014028
60,0.6,13.6968469
75,0.7,15.80926211
90,0.8,15.18002059
90,0.6,14.0922324
60,0.8,17.39551612
60,0.6,14.68483608
75,0.7,14.34739054
90,0.8,19.54327628
90,0.6,19.97287929
60,0.8,18.59348273
60,0.6,14.25043284
75,0.7,18.93813529
90,0.8,17.10263435
90,0.6,24.4868152
60,0.8,13.83381647
60,0.6,12.9168919
75,0.7,15.37166966
90,0.8,17.63581203
90,0.6,12.39915582
60,0.8,18.52722217
60,0.6,14.893379
75,0.7,13.35590116
90,0.8,20.84863719
90,0.6,18.87077161
60,0.8,18.99782618
60,0.6,15.61289747
75,0.7,14.48964069
90,0.8,17.22780293
90,0.6,15.56405839
60,0.8,20.79898574
60,0.6,15.15829046
75,0.7,6.799204997
90,0.8,17.71127086
90,0.6,14.148123
60,0.8,17.74651866
60,0.6,15.98702123
75,0.7,15.41205875
90,0.8,18.54933043
90,0.6,12.37350843
60,0.8,15.45112876
60,0.6,16.75010173
75,0.7,11.28217957
90,0.8,21.21208412
90,0.6,23.32835904
60,0.8,17.58962716
60,0.6,9.813059271
75,0.7,17.86945073
90,0.8,18.97010982
90,0.6,17.20436576
60,0.8,17.01087436
60,0.6,11.45608321
75,0.7,18.8744029
90,0.8,20.11751655
90,0.6,19.41667401
60,0.8,18.16930398
60,0.6,13.27451662
75,0.7,13.55491588
90,0.8,22.68591205
90,0.6,14.84086126
60,0.8,18.13409813
60,0.6,14.27684573
75,0.7,16.60072174
90,0.8,16.16223266
90,0.6,17.54046664
60,0.8,23.6452137
60,0.6,9.859756281
75,0.7,23.91907352
90,0.8,20.66687455
90,0.6,20.05136189
60,0.8,17.58059048
60,0.6,13.66167362
75,0.7,10.14751893
90,0.8,18.01815242
90,0.6,22.49900065
60,0.8,22.79855875
60,0.6,15.63493749
75,0.7,14.52068971
90,0.8,22.26617855
90,0.6,19.69329023
60,0.8,21.45241733
60,0.6,15.45955592
75,0.7,14.79360415
90,0.8,17.7534363
90,0.6,25.13196086
60,0.8,15.09327714
60,0.6,14.40038089
75,0.7,17.05347037
90,0.8,12.26254427
90,0.6,17.61468554
60,0.8,17.15247084
60,0.6,13.00473137
75,0.7,13.1102534
90,0.8,20.80182797
90,0.6,22.93693361
60,0.8,16.88433697
60,0.6,14.32123998
75,0.7,18.32902469
90,0.8,17.3947579
90,0.6,13.60255348
60,0.8,19.43614004
60,0.6,17.1353826
75,0.7,15.55979122
90,0.8,20.38250237
90,0.6,17.51657117
60,0.8,13.44653011
60,0.6,21.18795157
75,0.7,15.36019593
90,0.8,19.75985874
90,0.6,16.62088639
60,0.8,20.92744866
60,0.6,16.36229661
75,0.7,14.96878211
90,0.8,14.6324073
90,0.6,16.96203709
60,0.8,18.7087274
60,0.6,14.1965941
75,0.7,16.15739975
90,0.8,23.03392341
90,0.6,16.83964818
60,0.8,22.52966051
60,0.6,14.86181724
75,0.7,17.19765571
90,0.8,17.0408444
90,0.6,19.78209635
60,0.8,18.73471303
60,0.6,23.19873733
75,0.7,10.87246108
90,0.8,16.79957781
90,0.6,16.02578841
60,0.8,13.58033001
60,0.6,17.67705392
75,0.7,19.66310382
90,0.8,19.11538043
90,0.6,16.54976581
60,0.8,14.99349682
60,0.6,12.93239581
75,0.7,14.5133415
90,0.8,18.06216033
90,0.6,20.60650306
60,0.8,26.65956254
60,0.6,16.8859946
75,0.7,10.60234249
90,0.8,13.61560102
90,0.6,19.09072569
60,0.8,17.77065742
60,0.6,12.31270838
75,0.7,21.56913591
90,0.8,20.96544861
90,0.6,18.1472724
60,0.8,18.13929914
60,0.6,16.01598547
75,0.7,16.97967838
90,0.8,13.63875363
90,0.6,23.8554601
60,0.8,16.52883619
60,0.6,17.03849587
75,0.7,13.46603916
90,0.8,10.80167721
90,0.6,21.96144183
60,0.8,15.57678288
60,0.6,12.96781764
75,0.7,10.44953658
90,0.8,13.74907901
90,0.6,16.0527404
60,0.8,20.12338526
60,0.6,11.54405955
75,0.7,15.47386659
90,0.8,17.63156753
90,0.6,12.59401077
60,0.8,18.72658106
60,0.6,13.68896131
75,0.7,11.31441275
90,0.8,17.60734623
90,0.6,18.63173262
60,0.8,17.84194904
60,0.6,12.23144542
75,0.7,20.05744019
90,0.8,19.23875487
90,0.6,18.76261549
60,0.8,14.53120156
60,0.6,15.64472435
75,0.7,12.86184636
90,0.8,21.26948316
90,0.6,19.29816391
60,0.8,17.25697675
60,0.6,10.25081249
75,0.7,11.69923367
90,0.8,18.78014116
90,0.6,23.14892773
60,0.8,18.51221603
60,0.6,11.3167573
75,0.7,13.20838009
90,0.8,18.65829958
90,0.6,21.016101
60,0.8,17.84939436
60,0.6,19.72374401
75,0.7,13.92294683
90,0.8,16.67158091
90,0.6,16.1929579
60,0.8,17.60894697
60,0.6,17.06742358
75,0.7,18.80852229
90,0.8,19.24398075
90,0.6,20.44707344
60,0.8,16.37537516
60,0.6,13.6271446
75,0.7,7.165337881
90,0.8,23.07580422
90,0.6,17.84898351
60,0.8,17.73985252
60,0.6,23.67690424
75,0.7,16.85598431
90,0.8,9.813083987
90,0.6,16.63462316
60,0.8,18.52651947
60,0.6,12.74453989
75,0.7,13.86012491
90,0.8,17.9186909
90,0.6,20.40302628
60,0.8,12.5545283
60,0.6,15.76305211
75,0.7,11.91154524
90,0.8,19.02617044
90,0.6,23.21237315
60,0.8,15.16744013
60,0.6,12.76091623
75,0.7,17.29345617
90,0.8,23.67261382
90,0.6,16.52738279
60,0.8,14.50093131
60,0.6,15.53351824
75,0.7,13.96825636
90,0.8,18.66088137
90,0.6,14.58182389
60,0.8,18.58460026
60,0.6,13.7514529
75,0.7,19.30193654
90,0.8,15.89524032
90,0.6,14.20427281
60,0.8,23.58482242
60,0.6,9.192311627
75,0.7,13.90269166
90,0.8,20.58858927
90,0.6,12.42209038
60,0.8,18.55346716
60,0.6,15.88916992
75,0.7,21.43110339
90,0.8,19.18778014
90,0.6,16.56051875
60,0.8,18.41928439
60,0.6,13.04681485
75,0.7,20.86972819
90,0.8,14.63579808
90,0.6,16.19218054
60,0.8,11.21989823
60,0.6,13.88383551
75,0.7,12.21991768
90,0.8,20.69664666
90,0.6,17.84152049
60,0.8,19.99679677
60,0.6,15.89526672
75,0.7,17.32567847
90,0.8,16.33101937
90,0.6,17.87451777
60,0.8,22.12625869
60,0.6,11.70121275
75,0.7,19.97157157
90,0.8,23.17997452
90,0.6,17.56414862
60,0.8,19.82106558
60,0.6,19.40820235
75,0.7,16.4585329
90,0.8,14.57440826
90,0.6,16.20715822
60,0.8,18.63745531
60,0.6,15.57386533
75,0.7,12.6215461
90,0.8,20.32390461
90,0.6,16.52921058
60,0.8,15.45012533
60,0.6,20.06337071
75,0.7,16.65090322
90,0.8,18.56342046
90,0.6,13.7872563
60,0.8,21.19602896
60,0.6,15.02317837
75,0.7,11.79357713
90,0.8,17.84315258
90,0.6,21.30207909
60,0.8,15.13858341
60,0.6,15.48327385
75,0.7,12.87490736
90,0.8,14.5990853
90,0.6,13.92651304
60,0.8,15.66846438
60,0.6,13.95327933
75,0.7,11.95805028
90,0.8,21.82370343
90,0.6,25.34680778
60,0.8,18.73461795
60,0.6,13.81134391
75,0.7,14.3415125
90,0.8,21.93640245
90,0.6,17.73449095
60,0.8,21.22516261
60,0.6,13.59974457
75,0.7,13.24013886
90,0.8,20.84457841
90,0.6,23.90998172
60,0.8,18.47333531
60,0.6,9.549529394
75,0.7,17.77022262
90,0.8,18.01560097
90,0.6,19.56904146
60,0.8,19.85606247
60,0.6,13.61429337
75,0.7,17.58749015
90,0.8,11.70546673
90,0.6,18.40881849
60,0.8,25.57995843
60,0.6,15.54715896
75,0.7,13.82780051
90,0.8,18.59227079
90,0.6,15.64961344
60,0.8,12.82178478
60,0.6,10.38809923
75,0.7,16.98867096
90,0.8,18.00124257
90,0.6,15.72812225
60,0.8,16.76542809
60,0.6,14.1797615
75,0.7,13.47623899
90,0.8,15.32265626
90,0.6,16.81229362
60,0.8,23.3039997
60,0.6,15.8569325
75,0.7,15.05785772
90,0.8,13.7002313
90,0.6,18.078962
60,0.8,13.33067999
60,0.6,13.80252356
75,0.7,17.84301252
90,0.8,14.81002461
90,0.6,14.88861333
60,0.8,18.02618109
60,0.6,17.58954094
75,0.7,10.89686069
90,0.8,17.92854547
90,0.6,14.99100724
60,0.8,18.99035494
60,0.6,16.72563407
75,0.7,15.05459882
90,0.8,16.96706653
90,0.6,17.84343747
60,0.8,16.5110276
60,0.6,12.32963536
75,0.7,16.26475965
90,0.8,17.53881627
90,0.6,16.67556102
60,0.8,23.7508954
60,0.6,10.84471926
75,0.7,13.36427938
90,0.8,14.57972645
90,0.6,22.07981967
60,0.8,19.79480548
60,0.6,13.18152827
75,0.7,10.45526523
90,0.8,14.75774667
90,0.6,18.40252982
60,0.8,12.07153375
60,0.6,15.06207744
75,0.7,12.77059969
90,0.8,20.79649638
90,0.6,16.86965912
60,0.8,19.53803986
60,0.6,15.05887734
75,0.7,12.43592306
90,0.8,16.07153718
90,0.6,20.5214642
60,0.8,21.96545027
60,0.6,15.98337864
75,0.7,10.34247814
90,0.8,24.01258703
90,0.6,20.72051874
60,0.8,18.60297707
60,0.6,16.26380616
75,0.7,20.39314823
90,0.8,20.90872935
90,0.6,16.57231185
60,0.8,17.96082582
60,0.6,16.5088259
75,0.7,14.87129748
90,0.8,15.16984295
90,0.6,21.49701731
60,0.8,17.48464167
60,0.6,16.37207427
75,0.7,15.51892032
90,0.8,17.38186167
90,0.6,13.67162193
60,0.8,20.41680523
60,0.6,16.83790589
75,0.7,13.17550654
90,0.8,20.10160961
